index	representative	orbit_size	orbit_words
1215	1112312423432344	16	1112312423432344,1123124234312434,1231241342123344,1212313421233444,1123124212334434,1231241123344234,1212311233442344,1123112324423434,1231123244134234,1211232431342344,1112324312423434,1123243124134234,1231421231342344,1213212313423444,1122123134234434,1211231342344234
1216	1112312423434234	16	1112312423434234,1123124234341234,1231241342312344,1212313423123444,1123124231234434,1231241312344234,1212313123442344,1123121234423434,1231212344134234,1212123431342344,1121234312423434,1212343124134234,1123421231342344,1234112312423434,1231123124234344,1211231242343434
1217	1112312432344234	16	1112312432344234,1123124323441234,1231243124312344,1212331243123444,1123212431234434,1231124312344234,1211233123442344,1112321234423434,1123212344134234,1231123441232344,1211234312323444,1112342123234434,1123421231344234,1234112312432344,1231123124323444,1211231243234434
1218	1112312434223434	16	1112312434223434,1123124342134234,1231243411232344,1212334112323444,1123241123234434,1231411232344234,1213112323442344,1121123234423434,1211232344134234,1112323441232344,1123234412312434,1231243123124344,1212331231243444,1123212312434434,1231123124344234,1211231243432344
1219	1112312434232344	16	1112312434232344,1123124342312434,1231243412123344,1212334121233444,1123241212334434,1231412123344234,1213121233442344,1121212334423434,1212123344134234,1121233441232344,1212334412312434,1123243123124344,1231421231243434,1213212312434344,1122123124343434,1211231243434234
1220	1112312434232434	16	1112312434232434,1123124342314234,1231243412132344,1212334121323444,1123241213234434,1231412132344234,1213121323442344,1121213234423434,1212132344134234,1121323441232344,1213234412312434,1122343123124344,1213421231243434,1123212312434344,1231123124342434,1211231243423344
1221	1112312434234234	16	1112312434234234,1123124342341234,1231243412312344,1212334123123444,1123241231234434,1231412312344234,1213123123442344,1121231234423434,1212312344134234,1123123441232344,1231234412312434,1212343123124344,1123421231243434,1234112312434234,1231123124342344,1211231243423434
1222	1112314223432344	16	1112314223432344,1123142234312434,1231421342123344,1213213421233444,1122134212334434,1211342123344234,1112321233442344,1123212334412434,1231123244123344,1211232431233444,1112324312324434,1123243123144234,1231421231432344,1213212314323444,1122123143234434,1211231432344234
1223	1112314223434234	16	1112314223434234,1123142234341234,1231421342312344,1213213423123444,1122134231234434,1211342312344234,1112323123442344,1123231234412434,1231212344123344,1212123431233444,1121234312324434,1212343123144234,1123421231432344,1234112314223434,1231123142234344,1211231422343434
1224	1112314232234344	16	1112314232234344,1123142321342434,1231423112423344,1213231124233444,1122311242334434,1213112423344234,1121123233442344,1211232334412434,1112323244123344,1123231441232434,1231214312324344,1212133123243444,1121321232434434,1213212314344234,1122123143432344,1211231434223434
1225	1112314232234434	16	1112314232234434,1123142321344234,1231423112432344,1213231124323444,1122311243234434,1213112432344234,1121123323442344,1211233234412434,1112322344123344,1123213441232434,1231124312324344,1211233123243444,1112321232434434,1123212314344234,1231123142432344,1211231423323444
1226	1112314232324344	16	1112314232324344,1123142323142434,1231423121423344,1213231214233444,1122312142334434,1213121423344234,1121213233442344,1212132334412434,1121323244123344,1213231441232434,1122314312324344,1213142123243434,1121321232434344,1213212314342434,1122123143423344,1211231434232434
1227	1112314232324434	16	1112314232324434,1123142323144234,1231423121432344,1213231214323444,1122312143234434,1213121432344234,1121213323442344,1212133234412434,1121322344123344,1213213441232434,1122134312324344,1211342123243434,1112321232434344,1123212314342434,1231123142423344,1211231423233444
1228	1112314232342344	16	1112314232342344,1123142323412434,1231423124123344,1213231241233444,1122312412334434,1213124123344234,1121231233442344,1212312334412434,1123123244123344,1231231441232434,1212314312324344,1123142123243434,1231421231434234,1213212314342344,1122123143423434,1211231434234234
1229	1112314232342434	16	1112314232342434,1123142323414234,1231423124132344,1213231241323444,1122312413234434,1213124132344234,1121231323442344,1212313234412434,1123122344123344,1231213441232434,1212134312324344,1121342123243434,1213421231434234,1123212314342344,1231123142423434,1211231423234344
1230	1112314232344234	16	1112314232344234,1123142323441234,1231423124312344,1213231243123444,1122312431234434,1213124312344234,1121233123442344,1212331234412434,1123212344123344,1231123441232434,1211234312324344,1112342123243434,1123421231434234,1234112314232344,1231123142323444,1211231423234434
1231	1112314232423344	16	1112314232423344,1123142324132434,1231423141223344,1213231412233444,1122314122334434,1213141223344234,1121312233442344,1213122334412434,1121223344123344,1212133441232434,1121324312324344,1213243123142434,1122331231424344,1213212314243434,1122123142334344,1211231423342434
1232	1112314232423434	16	1112314232423434,1123142324134234,1231423141232344,1213231412323444,1122314123234434,1213141232344234,1121312323442344,1213123234412434,1121232344123344,1212313441232434,1123124312324344,1231243123142434,1212331231424344,1123212314243434,1231123142434234,1211231423342344
1233	1112314232432344	16	1112314232432344,1123142324312434,1231423142123344,1213231421233444,1122314212334434,1213142123344234,1121321233442344,1213212334412434,1122123344123344,1211233441232434,1112324312324344,1123243123142434,1231421231423344,1213212314233444,1122123142334434,1211231423344234
1234	1112314232434234	16	1112314232434234,1123142324341234,1231423142312344,1213231423123444,1122314231234434,1213142312344234,1121323123442344,1213231234412434,1122312344123344,1213123441232434,1121234312324344,1212343123142434,1123421231423344,1234112314232434,1231123142324344,1211231423243434
1235	1112314234223434	16	1112314234223434,1123142342134234,1231423411232344,1213234112323444,1122341123234434,1213411232344234,1123112323442344,1231123234412434,1211232344123344,1112323441232434,1123234412314234,1231243123142344,1212331231423444,1123212314234434,1231123142344234,1211231423432344
1236	1112314234232344	16	1112314234232344,1123142342312434,1231423412123344,1213234121233444,1122341212334434,1213412123344234,1123121233442344,1231212334412434,1212123344123344,1121233441232434,1212334412314234,1123243123142344,1231421231423434,1213212314234344,1122123142343434,1211231423434234
1237	1112314234232434	16	1112314234232434,1123142342314234,1231423412132344,1213234121323444,1122341213234434,1213412132344234,1123121323442344,1231213234412434,1212132344123344,1121323441232434,1213234412314234,1122343123142344,1213421231423434,1123212314234344,1231123142342434,1211231423423344
1238	1112314234234234	16	1112314234234234,1123142342341234,1231423412312344,1213234123123444,1122341231234434,1213412312344234,1123123123442344,1231231234412434,1212312344123344,1123123441232434,1231234412314234,1212343123142344,1123421231423434,1234112314234234,1231123142342344,1211231423423434
1239	1112321233424344	16	1112321233424344,1123212334142434,1231123241423344,1211232413233444,1112324132324434,1123241323144234,1231412231432344,1213122314323444,1121223143234434,1212131432344234,1121314223432344,1213142234312434,1121322343124344,1213213421243434,1122134212334344,1211342123342434
1240	1112321233424434	16	1112321233424434,1123212334144234,1231123241432344,1211232413323444,1112324132234434,1123241321344234,1231412213432344,1213122134323444,1121221343234434,1212113432344234,1121134223432344,1211342234312434,1112322343124344,1123213421243434,1231124212334344,1211232123343444
1241	1112321234234344	16	1112321234234344,1123212341342434,1231123412423344,1211234123233444,1112341232324434,1123412323144234,1234123121432344,1231231214323444,1212312143234434,1123121432344234,1231214323441234,1212133234412344,1121322344123434,1213213441234234,1122134312342344,1211342123423434
1242	1112321234234434	16	1112321234234434,1123212341344234,1231123412432344,1211234123323444,1112341232234434,1123412321344234,1234123112432344,1231231124323444,1212311243234434,1123112432344234,1231124323441234,1211233234412344,1112322344123434,1123213441234234,1231124312342344,1211233123423444
1243	1112321234243434	16	1112321234243434,1123212341434234,1231123414232344,1211234132323444,1112341223234434,1123412231344234,1234121312432344,1231213124323444,1212131243234434,1121312432344234,1213124323441234,1121233234412344,1212331244123434,1123212431234344,1231124312342434,1211233123424344
1244	1112321234342344	16	1112321234342344,1123212343412434,1231123424123344,1211234231233444,1112342312324434,1123423123144234,1234121231432344,1231212314323444,1212123143234434,1121231432344234,1212314323441234,1123142234312344,1231421342123434,1213213421234344,1122134212343434,1211342123434234
1245	1112321234342434	16	1112321234342434,1123212343414234,1231123424132344,1211234231323444,1112342312234434,1123423121344234,1234121213432344,1231212134323444,1212121343234434,1121213432344234,1212134323441234,1121342234312344,1213421342123434,1123213421234344,1231124212343434,1211232123434344
1246	1112321234344234	16	1112321234344234,1123212343441234,1231123424312344,1211234233123444,1112342321234434,1123423112344234,1234121123432344,1231211234323444,1212112343234434,1121123432344234,1211234323441234,1112342234312344,1123421342123434,1234112321234344,1231123212343444,1211232123434434
1247	1112321243234434	4	1112321243234434,1123212431344234,1231124312432344,1211233124323444
1248	1112321243423344	16	1112321243423344,1123212434132434,1231124341223344,1211233412233444,1112324122334434,1123241213344234,1231412132432344,1213121324323444,1121213243234434,1212132431344234,1121324312432344,1213243124312434,1122331243124344,1213212431243434,1122123312434344,1211233124342434
1249	1112321243423434	16	1112321243423434,1123212434134234,1231124341232344,1211233412323444,1112324123234434,1123241231344234,1231412312432344,1213123124323444,1121231243234434,1212312431344234,1123124312432344,1231243124312434,1212331243124344,1123212431243434,1231124312434234,1211233124342344
1250	1112321243432344	16	1112321243432344,1123212434312434,1231124342123344,1211233421233444,1112324212334434,1123241123344234,1231411232432344,1213112324323444,1121123243234434,1211232431344234,1112324312432344,1123243124312434,1231421233124344,1213212331243444,1122123312434434,1211233124344234
1251	1112321243434234	16	1112321243434234,1123212434341234,1231124342312344,1211233423123444,1112324231234434,1123241312344234,1231412123432344,1213121234323444,1121212343234434,1212123431344234,1121234312432344,1212343124312434,1123421233124344,1234112321243434,1231123212434344,1211232124343434
1252	1112321342234344	16	1112321342234344,1123213421342434,1231124213423344,1211232134233444,1112321342324434,1123213423144234,1231124231432344,1211232314323444,1112323142234434,1123231421344234,1231214213432344,1212132134323444,1121321342234434,1213213421344234,1122134213432344,1211342134223434
1253	1112321342234434	4	1112321342234434,1123213421344234,1231124213432344,1211232134323444
1254	1112321342324344	16	1112321342324344,1123213423142434,1231124231423344,1211232314233444,1112323142324434,1123231423144234,1231214231432344,1212132314323444,1121323142234434,1213231421344234,1122314213432344,1213142134223434,1121321342234344,1213213421342434,1122134213423344,1211342134232434
1255	1112321342342344	16	1112321342342344,1123213423412434,1231124234123344,1211232341233444,1112323412324434,1123234123144234,1231241231432344,1212312314323444,1123123142234434,1231231421344234,1212314213432344,1123142134223434,1231421342134234,1213213421342344,1122134213423434,1211342134234234
1256	1112321342342434	16	1112321342342434,1123213423414234,1231124234132344,1211232341323444,1112323412234434,1123234121344234,1231241213432344,1212312134323444,1123121342234434,1231213421344234,1212134213432344,1121342134223434,1213421342134234,1123213421342344,1231124213423434,1211232134234344
1257	1112321342344234	16	1112321342344234,1123213423441234,1231124234312344,1211232343123444,1112323421234434,1123234112344234,1231241123432344,1212311234323444,1123112342234434,1231123421344234,1211234213432344,1112342134223434,1123421342134234,1234112321342344,1231123213423444,1211232134234434
1258	1112321342423344	16	1112321342423344,1123213424132434,1231124231324344,1211232313243444,1112323122434434,1123231214344234,1231212143432344,1212121334323444,1121213342234434,1212133421344234,1121324213432344,1213241134223434,1122311342234344,1213112422343434,1121123223434344,1211232134342434
1259	1112321342423434	16	1112321342423434,1123213424134234,1231124231342344,1211232313423444,1112323124234434,1123231241344234,1231212413432344,1212123134323444,1121231342234434,1212313421344234,1123124213432344,1231241134223434,1212311342234344,1123112422343434,1231124213434234,1211232134342344
1260	1112321342432344	16	1112321342432344,1123213424312434,1231124233124344,1211232331243444,1112323212434434,1123231124344234,1231211243432344,1212112334323444,1121123342234434,1211233421344234,1112324213432344,1123241134223434,1231411232234344,1213112322343444,1121123223434434,1211232134344234
1261	1112321342434234	16	1112321342434234,1123213424341234,1231124233412344,1211232334123444,1112323241234434,1123231412344234,1231214123432344,1212131234323444,1121312342234434,1213123421344234,1121234213432344,1212341134223434,1123411232234344,1234112321342434,1231123213424344,1211232134243434
1262	1112322343412344	16	1112322343412344,1123213424123434,1231124231234344,1211232312343444,1112323123424434,1123231234144234,1231212341432344,1212123413323444,1121234132234434,1212341321344234,1123412213432344,1234121134223434,1231211342234344,1212113422343434,1121134223434234,1211342234341234
1263	1112323122434344	16	1112323122434344,1123231214342434,1231212143423344,1212121334233444,1121213342324434,1212133423144234,1121324231432344,1213241314223434,1122313142234344,1213121422343434,1121213223434344,1212132134342434,1121321342423344,1213213424132434,1122134231324344,1211342312243434
1264	1112323123424344	16	1112323123424344,1123231234142434,1231212341423344,1212123413233444,1121234132324434,1212341323144234,1123412231432344,1234121314223434,1231213142234344,1212131422343434,1121314223434234,1213142234341234,1121322343412344,1213213424123434,1122134231234344,1211342312342434
1265	1112323124234344	16	1112323124234344,1123231241342434,1231212413423344,1212123134233444,1121231342324434,1212313423144234,1123124231432344,1231241314223434,1212313142234344,1123121422343434,1231214213434234,1212132134342344,1121321342423434,1213213424134234,1122134231342344,1211342312423434
1266	1112323124243434	16	1112323124243434,1123231241434234,1231212413342344,1212123133423444,1121231324234434,1212313241344234,1123122413432344,1231214134223434,1212131342234344,1121312422343434,1213124213434234,1121232134342344,1212311342423434,1123112423234344,1231124231342434,1211232313424344
1267	1112323124342344	16	1112323124342344,1123231243412434,1231212434123344,1212123341233444,1121233412324434,1212334123144234,1123241231432344,1231412314223434,1213123142234344,1121231422343434,1212314213434234,1123142134232344,1231421342312434,1213213423124344,1122134231243434,1211342312434234
1268	1112323124342434	16	1112323124342434,1123231243414234,1231212434132344,1212123341323444,1121233412234434,1212334121344234,1123241213432344,1231412134223434,1213121342234344,1121213422343434,1212134213434234,1121342134232344,1213421342312434,1123213423124344,1231124231243434,1211232312434344
1269	1112323124344234	16	1112323124344234,1123231243441234,1231212434312344,1212123343123444,1121233421234434,1212334112344234,1123241123432344,1231411234223434,1213112342234344,1121123422343434,1211234213434234,1112342134232344,1123421342312434,1234112323124344,1231123231243444,1211232312434434
1270	1112323142234344	8	1112323142234344,1123231421342434,1231214213423344,1212132134233444,1121321342324434,1213213423144234,1122134231432344,1211342314223434
1271	1112323142324344	16	1112323142324344,1123231423142434,1231214231423344,1212132314233444,1121323142324434,1213231423144234,1122314231432344,1213142314223434,1121323142234344,1213231421342434,1122314213423344,1213142134232434,1121321342324344,1213213423142434,1122134231423344,1211342314232434
1272	1112323142342344	16	1112323142342344,1123231423412434,1231214234123344,1212132341233444,1121323412324434,1213234123144234,1122341231432344,1213412314223434,1123123142234344,1231231421342434,1212314213423344,1123142134232434,1231421342314234,1213213423142344,1122134231423434,1211342314234234
1273	1112323142342434	16	1112323142342434,1123231423414234,1231214234132344,1212132341323444,1121323412234434,1213234121344234,1122341213432344,1213412134223434,1123121342234344,1231213421342434,1212134213423344,1121342134232434,1213421342314234,1123213423142344,1231124231423434,1211232314234344
1274	1112323142344234	16	1112323142344234,1123231423441234,1231214234312344,1212132343123444,1121323421234434,1213234112344234,1122341123432344,1213411234223434,1123112342234344,1231123421342434,1211234213423344,1112342134232434,1123421342314234,1234112323142344,1231123231423444,1211232314234434
1275	1112323142423344	16	1112323142423344,1123231424132434,1231214231324344,1212132313243444,1121323122434434,1213231214344234,1122312143432344,1213121434223434,1121213342234344,1212133421342434,1121324213423344,1213241134232434,1122311342324344,1213112423243434,1121123232434344,1211232314342434
1276	1112323142423434	16	1112323142423434,1123231424134234,1231214231342344,1212132313423444,1121323124234434,1213231241344234,1122312413432344,1213124134223434,1121231342234344,1212313421342434,1123124213423344,1231241134232434,1212311342324344,1123112423243434,1231124231434234,1211232314342344
1277	1112323142432344	16	1112323142432344,1123231424312434,1231214233124344,1212132331243444,1121323212434434,1213231124344234,1122311243432344,1213112434223434,1121123342234344,1211233421342434,1112324213423344,1123241134232434,1231411232324344,1213112323243444,1121123232434434,1211232314344234
1278	1112323142434234	16	1112323142434234,1123231424341234,1231214233412344,1212132334123444,1121323241234434,1213231412344234,1122314123432344,1213141234223434,1121312342234344,1213123421342434,1121234213423344,1212341134232434,1123411232324344,1234112323142434,1231123231424344,1211232314243434
1279	1112323212434344	16	1112323212434344,1123231124342434,1231211243423344,1212112334233444,1121123342324434,1211233423144234,1112324231432344,1123241314223434,1231412132234344,1213121322343444,1121213223434434,1212132134344234,1121321342432344,1213213424312434,1122134233124344,1211342321243434
1280	1112323213424344	16	1112323213424344,1123231124243434,1231211242334344,1212112323343444,1121123233424434,1211232334144234,1112323241432344,1123231414223434,1231214132234344,1212131322343444,1121312223434434,1213122134344234,1121221343432344,1212113434223434,1121134232234344,1211342321342434
1281	1112323231424344	16	1112323231424344,1123231214243434,1231212142334344,1212121323343444,1121213233424434,1212132334144234,1121323241432344,1213231414223434,1122314132234344,1213141222343434,1121312223434344,1213122134342434,1121221343423344,1212113434232434,1121134232324344,1211342323142434
1282	1112323234124344	16	1112323234124344,1123231241243434,1231212412334344,1212123123343444,1121231233424434,1212312334144234,1123123241432344,1231231414223434,1212314132234344,1123141222343434,1231412213434234,1213122134342344,1121221343423434,1212113434234234,1121134232342344,1211342323412434
1283	1112323234142344	16	1112323234142344,1123231241423434,1231212413234344,1212123132343444,1121231323424434,1212313234144234,1123122341432344,1231213414223434,1212134132234344,1121341222343434,1213412213434234,1123122134342344,1231211342423434,1212113423234344,1121134232342434,1211342323414234
1284	1112323234412344	16	1112323234412344,1123231244123434,1231212431234344,1212123312343444,1121233123424434,1212331234144234,1123212341432344,1231123414223434,1211234132234344,1112341222343434,1123412213434234,1234121134232344,1231211342323444,1212113423234434,1121134232344234,1211342323441234
1285	1112323241234344	16	1112323241234344,1123231412342434,1231214123423344,1212131234233444,1121312342324434,1213123423144234,1121234231432344,1212341314223434,1123412132234344,1234121321342434,1231213213424344,1212132134243434,1121321342434234,1213213424341234,1122134233412344,1211342324123434
1286	1112323241243434	16	1112323241243434,1123231412434234,1231214123342344,1212131233423444,1121312324234434,1213123241344234,1121232413432344,1212314134223434,1123141232234344,1231412321342434,1213123213424344,1121232134243434,1212311342434234,1123112423342344,1231124233412434,1211232334124344
1287	1112323241324344	16	1112323241324344,1123231412243434,1231214122334344,1212131223343444,1121312233424434,1213122334144234,1121223341432344,1212133414223434,1121324132234344,1213241321342434,1122313213424344,1213122134243434,1121221342334344,1212113423342434,1121134232423344,1211342324132434
1288	1112323241342344	16	1112323241342344,1123231412423434,1231214123234344,1212131232343444,1121312323424434,1213123234144234,1121232341432344,1212313414223434,1123124132234344,1231241321342434,1212313213424344,1123122134243434,1231211342434234,1212113423342344,1121134232423434,1211342324134234
1289	1112323241423344	16	1112323241423344,1123231414232434,1231214132324344,1212131323243444,1121312232434434,1213122314344234,1121223143432344,1212131434223434,1121314232234344,1213142321342434,1121323213424344,1213231124243434,1122311242334344,1213112423342434,1121123233424344,1211232334142434
1290	1112323241423434	16	1112323241423434,1123231414234234,1231214132342344,1212131323423444,1121312234234434,1213122341344234,1121223413432344,1212134134223434,1121341232234344,1213412321342434,1123123213424344,1231231124243434,1212311242334344,1123112423342434,1231124233414234,1211232334142344
1291	1112323243124344	16	1112323243124344,1123231421243434,1231214212334344,1212132123343444,1121321233424434,1213212334144234,1122123341432344,1211233414223434,1112324132234344,1123241321342434,1231412213423344,1213122134233444,1121221342334434,1212113423344234,1121134232432344,1211342324312434
1292	1112323243412344	16	1112323243412344,1123231424123434,1231214231234344,1212132312343444,1121323123424434,1213231234144234,1122312341432344,1213123414223434,1121234132234344,1212341321342434,1123412213423344,1234121134232434,1231211342324344,1212113423243434,1121134232434234,1211342324341234
1293	1112323244123434	16	1112323244123434,1123231441234234,1231214312342344,1212133123423444,1121321234234434,1213212341344234,1122123413432344,1211234134223434,1112341232234344,1123412321342434,1234123112423344,1231231124233444,1212311242334434,1123112423344234,1231124233441234,1211232334412344
1294	1112323412234344	16	1112323412234344,1123234121342434,1231241213423344,1212312134233444,1123121342324434,1231213423144234,1212134231432344,1121342314223434,1213423142134234,1123231421342344,1231214213423434,1212132134234344,1121321342342434,1213213423414234,1122134234132344,1211342341223434
1295	1112323412243434	16	1112323412243434,1123234121434234,1231241213342344,1212312133423444,1123121324234434,1231213241344234,1212132413432344,1121324134223434,1213241342134234,1122313421342344,1213124213423434,1121232134234344,1212311342342434,1123112423423344,1231124234132434,1211232341324344
1296	1112323412324344	16	1112323412324344,1123234123142434,1231241231423344,1212312314233444,1123123142324434,1231231423144234,1212314231432344,1123142314223434,1231423142134234,1213231421342344,1122314213423434,1213142134234234,1121321342342344,1213213423412434,1122134234123344,1211342341232434
1297	1112323412342344	16	1112323412342344,1123234123412434,1231241234123344,1212312341233444,1123123412324434,1231234123144234,1212341231432344,1123412314223434,1234123142134234,1231231421342344,1212314213423434,1123142134234234,1231421342341234,1213213423412344,1122134234123434,1211342341234234
1298	1112323412342434	16	1112323412342434,1123234123414234,1231241234132344,1212312341323444,1123123412234434,1231234121344234,1212341213432344,1123412134223434,1234121342134234,1231213421342344,1212134213423434,1121342134234234,1213421342341234,1123213423412344,1231124234123434,1211232341234344
1299	1112323412344234	16	1112323412344234,1123234123441234,1231241234312344,1212312343123444,1123123421234434,1231234112344234,1212341123432344,1123411234223434,1234112342134234,1231123421342344,1211234213423434,1112342134234234,1123421342341234,1234112323412344,1231123234123444,1211232341234434
1300	1112323412423344	16	1112323412423344,1123234124132434,1231241231324344,1212312313243444,1123123122434434,1231231214344234,1212312143432344,1123121434223434,1231214342134234,1212133421342344,1121324213423434,1213241134234234,1122311342342344,1213112423423434,1121123234234344,1211232341342434
1301	1112323412423434	16	1112323412423434,1123234124134234,1231241231342344,1212312313423444,1123123124234434,1231231241344234,1212312413432344,1123124134223434,1231241342134234,1212313421342344,1123124213423434,1231241134234234,1212311342342344,1123112423423434,1231124234134234,1211232341342344
1302	1112323412432344	16	1112323412432344,1123234124312434,1231241233124344,1212312331243444,1123123212434434,1231231124344234,1212311243432344,1123112434223434,1231124342134234,1211233421342344,1112324213423434,1123241134234234,1231411232342344,1213112323423444,1121123234234434,1211232341344234
1303	1112323412434234	16	1112323412434234,1123234124341234,1231241233412344,1212312334123444,1123123241234434,1231231412344234,1212314123432344,1123141234223434,1231412342134234,1213123421342344,1121234213423434,1212341134234234,1123411232342344,1234112323412434,1231123234124344,1211232341243434
1304	1112323414223434	16	1112323414223434,1123234142134234,1231241321342344,1212313213423444,1123122134234434,1231211342344234,1212113423432344,1121134234223434,1211342342134234,1112323421342344,1123234112423434,1231241123234344,1212311232343444,1123112323424434,1231123234144234,1211232341432344
1305	1112323414232344	16	1112323414232344,1123234142312434,1231241323124344,1212313231243444,1123122312434434,1231213124344234,1212131243432344,1121312434223434,1213124342134234,1121233421342344,1212334112423434,1123241123234344,1231411232342434,1213112323424344,1121123234243434,1211232341434234
1306	1112323414232434	16	1112323414232434,1123234142314234,1231241323142344,1212313231423444,1123122314234434,1231213142344234,1212131423432344,1121314234223434,1213142342134234,1121323421342344,1213234112423434,1122341123234344,1213411232342434,1123112323424344,1231123234142434,1211232341423344
1307	1112323414234234	16	1112323414234234,1123234142341234,1231241323412344,1212313234123444,1123122341234434,1231213412344234,1212134123432344,1121341234223434,1213412342134234,1123123421342344,1231234112423434,1212341123234344,1123411232342434,1234112323414234,1231123234142344,1211232341423434
1308	1112323421234344	16	1112323421234344,1123234112342434,1231241123423344,1212311234233444,1123112342324434,1231123423144234,1211234231432344,1112342314223434,1123423142134234,1234121321342344,1231213213423444,1212132134234434,1121321342344234,1213213423441234,1122134234312344,1211342342123434
1309	1112323421243434	16	1112323421243434,1123234112434234,1231241123342344,1212311233423444,1123112324234434,1231123241344234,1211232413432344,1112324134223434,1123241342134234,1231412321342344,1213123213423444,1121232134234434,1212311342344234,1123112423432344,1231124234312434,1211232343124344
1310	1112323423124344	16	1112323423124344,1123234121243434,1231241212334344,1212312123343444,1123121233424434,1231212334144234,1212123341432344,1121233414223434,1212334142134234,1123241321342344,1231412213423434,1213122134234344,1121221342343434,1212113423434234,1121134234232344,1211342342312434
1311	1112323423142344	16	1112323423142344,1123234121423434,1231241213234344,1212312132343444,1123121323424434,1231213234144234,1212132341432344,1121323414223434,1213234142134234,1122341321342344,1213412213423434,1123122134234344,1231211342342434,1212113423423344,1121134234232434,1211342342314234
1312	1112323423412344	16	1112323423412344,1123234124123434,1231241231234344,1212312312343444,1123123123424434,1231231234144234,1212312341432344,1123123414223434,1231234142134234,1212341321342344,1123412213423434,1234121134234234,1231211342342344,1212113423423434,1121134234234234,1211342342341234
1313	1112323424123344	16	1112323424123344,1123234141232434,1231241312324344,1212313123243444,1123121232434434,1231212314344234,1212123143432344,1121231434223434,1212314342134234,1123142321342344,1231423112423434,1213231124234344,1122311242343434,1213112423434234,1121123234342344,1211232343412434
1314	1112323424123434	16	1112323424123434,1123234141234234,1231241312342344,1212313123423444,1123121234234434,1231212341344234,1212123413432344,1121234134223434,1212341342134234,1123412321342344,1234123112423434,1231231124234344,1212311242343434,1123112423434234,1231124234341234,1211232343412344
1315	1112323424132344	16	1112323424132344,1123234141223434,1231241312234344,1212313122343444,1123121223434434,1231212134344234,1212121343432344,1121213434223434,1212134342134234,1121342321342344,1213423112423434,1123231124234344,1231211242343434,1212112323434344,1121123234342434,1211232343414234
1316	1112323424312344	16	1112323424312344,1123234142123434,1231241321234344,1212313212343444,1123122123434434,1231211234344234,1212112343432344,1121123434223434,1211234342134234,1112342321342344,1123423112423434,1234121123234344,1231211232343444,1212112323434434,1121123234344234,1211232343441234
1317	1112323441234234	16	1112323441234234,1123234412341234,1231243123412344,1212331234123444,1123212341234434,1231123412344234,1211234123432344,1112341234223434,1123412342134234,1234123411232344,1231234112323444,1212341123234434,1123411232344234,1234112323441234,1231123234412344,1211232344123434
1318	1112324122334344	16	1112324122334344,1123241213342434,1231412132423344,1213121324233444,1121213242334434,1212132413344234,1121324132432344,1213241324312434,1122313243124344,1213122431243434,1121223312434344,1212133124342434,1121321243423344,1213212434132434,1122123341324344,1211233412243434
1319	1112324122343434	16	1112324122343434,1123241213434234,1231412134232344,1213121342323444,1121213423234434,1212134231344234,1121342312432344,1213423124312434,1123231243124344,1231212431243434,1212123312434344,1121233124342434,1212331243414234,1123212434132344,1231124341223434,1211233412234344
1320	1112324123234344	16	1112324123234344,1123241231342434,1231412312423344,1213123124233444,1121231242334434,1212312413344234,1123124132432344,1231241324312434,1212313243124344,1123122431243434,1231214312434234,1212133124342344,1121321243423434,1213212434134234,1122123341342344,1211233412423434
1321	1112324123243434	16	1112324123243434,1123241231434234,1231412314232344,1213123142323444,1121231423234434,1212314231344234,1123142312432344,1231423124312434,1213231243124344,1122312431243434,1213124312434234,1121233124342344,1212331243412434,1123212434123344,1231124341232434,1211233412324344
1322	1112324123342344	16	1112324123342344,1123241233412434,1231412324123344,1213123241233444,1121232412334434,1212314123344234,1123141232432344,1231412324312434,1213123243124344,1121232431243434,1212314312434234,1123142123342344,1231421233412434,1213212334124344,1122123341243434,1211233412434234
1323	1112324123342434	16	1112324123342434,1123241233414234,1231412324132344,1213123241323444,1121232413234434,1212314132344234,1123141223432344,1231412234312434,1213122343124344,1121223431243434,1212134312434234,1121342123342344,1213421233412434,1123212334124344,1231123241243434,1211232412334344
1324	1112324123344234	16	1112324123344234,1123241233441234,1231412324312344,1213123243123444,1121232431234434,1212314312344234,1123142123432344,1231421234312434,1213212343124344,1122123431243434,1211234312434234,1112342123342344,1123421233412434,1234112324123344,1231123241233444,1211232412334434
1325	1112324123423344	16	1112324123423344,1123241234132434,1231412341223344,1213123412233444,1121234122334434,1212341213344234,1123412132432344,1234121324312434,1231213243124344,1212132431243434,1121324312434234,1213243124341234,1122331243412344,1213212434123434,1122123341234344,1211233412342434
1326	1112324123423434	16	1112324123423434,1123241234134234,1231412341232344,1213123412323444,1121234123234434,1212341231344234,1123412312432344,1234123124312434,1231231243124344,1212312431243434,1123124312434234,1231243124341234,1212331243412344,1123212434123434,1231124341234234,1211233412342344
1327	1112324123432344	16	1112324123432344,1123241234312434,1231412342123344,1213123421233444,1121234212334434,1212341123344234,1123411232432344,1234112324312434,1231123243124344,1211232431243434,1112324312434234,1123243124341234,1231421233412344,1213212334123444,1122123341234434,1211233412344234
1328	1112324123434234	16	1112324123434234,1123241234341234,1231412342312344,1213123423123444,1121234231234434,1212341312344234,1123412123432344,1234121234312434,1231212343124344,1212123431243434,1121234312434234,1212343124341234,1123421233412344,1234112324123434,1231123241234344,1211232412343434
