index	representative	orbit_size	orbit_words
836	1112213423243434	16	1112213423243434,1122134231434234,1211342314232344,1112323142323444,1123231423124434,1231214231243344,1212132312433444,1121323124324434,1213231243144234,1122312431432344,1213124314223434,1121233142234344,1212331421342434,1123214213423344,1231142134232434,1211321342324344
837	1112213423324344	16	1112213423324344,1122134233142434,1211342321423344,1112323214233444,1123231142324434,1231211423243344,1212113232433444,1121132324324434,1211323243144234,1112232431432344,1122314314223434,1213142132234344,1121321322343444,1213213213424434,1122132134243344,1211321342432434
838	1112213423324434	16	1112213423324434,1122134233144234,1211342321432344,1112323214323444,1123231142234434,1231211422343344,1212113223433444,1121132234324434,1211322343144234,1112223431432344,1122134314223434,1211342132234344,1112321322343444,1123213213424434,1231122134243344,1211221342333444
839	1112213423342344	16	1112213423342344,1122134233412434,1211342324123344,1112323241233444,1123231412324434,1231214123243344,1212131232433444,1121312324324434,1213123243144234,1121232431432344,1212314314223434,1123142132234344,1231421321342434,1213213213424344,1122132134243434,1211321342434234
840	1112213423342434	16	1112213423342434,1122134233414234,1211342324132344,1112323241323444,1123231412234434,1231214122343344,1212131223433444,1121312234324434,1213122343144234,1121223431432344,1212134314223434,1121342132234344,1213421321342434,1123213213424344,1231122134243434,1211221342334344
841	1112213423344234	16	1112213423344234,1122134233441234,1211342324312344,1112323243123444,1123231421234434,1231214212343344,1212132123433444,1121321234324434,1213212343144234,1122123431432344,1211234314223434,1112342132234344,1123421321342434,1234112213423344,1231122134233444,1211221342334434
842	1112213423423344	16	1112213423423344,1122134234132434,1211342341223344,1112323412233444,1123234121324434,1231241213243344,1212312132433444,1123121324324434,1231213243144234,1212132431432344,1121324314223434,1213243142134234,1122331421342344,1213214213423434,1122132134234344,1211321342342434
843	1112213423423434	16	1112213423423434,1122134234134234,1211342341232344,1112323412323444,1123234123124434,1231241231243344,1212312312433444,1123123124324434,1231231243144234,1212312431432344,1123124314223434,1231243142134234,1212331421342344,1123214213423434,1231142134234234,1211321342342344
844	1112213423432344	16	1112213423432344,1122134234312434,1211342342123344,1112323421233444,1123234112324434,1231241123243344,1212311232433444,1123112324324434,1231123243144234,1211232431432344,1112324314223434,1123243142134234,1231421321342344,1213213213423444,1122132134234434,1211321342344234
845	1112213423432434	16	1112213423432434,1122134234314234,1211342342132344,1112323421323444,1123234112234434,1231241122343344,1212311223433444,1123112234324434,1231122343144234,1211223431432344,1112234314223434,1122343142134234,1213421321342344,1123213213423444,1231122134234434,1211221342343344
846	1112213423434234	16	1112213423434234,1122134234341234,1211342342312344,1112323423123444,1123234121234434,1231241212343344,1212312123433444,1123121234324434,1231212343144234,1212123431432344,1121234314223434,1212343142134234,1123421321342344,1234112213423434,1231122134234344,1211221342343434
847	1112213432342344	16	1112213432342344,1122134323412434,1211342234123344,1112322341233444,1123213412324434,1231124123243344,1211231232433444,1112312324324434,1123123243144234,1231231421432344,1212314213323444,1123142132234434,1231421321344234,1213213213442344,1122132134423434,1211321344234234
848	1112213432342434	16	1112213432342434,1122134323414234,1211342234132344,1112322341323444,1123213412234434,1231124122343344,1211231223433444,1112312234324434,1123122343144234,1231213421432344,1212134213323444,1121342132234434,1213421321344234,1123213213442344,1231122134423434,1211221343234344
849	1112213432344234	16	1112213432344234,1122134323441234,1211342234312344,1112322343123444,1123213421234434,1231124212343344,1211232123433444,1112321234324434,1123212343144234,1231123421432344,1211234213323444,1112342132234434,1123421321344234,1234112213432344,1231122134323444,1211221343234434
850	1112213432434234	16	1112213432434234,1122134324341234,1211342233412344,1112322334123444,1123213241234434,1231122412343344,1211223123433444,1112231234324434,1122312343144234,1213123421432344,1121234213323444,1212341132234434,1123411222343344,1234112213432434,1231122134324344,1211221343243434
851	1112213434223344	16	1112213434223344,1122134342132434,1211342321324344,1112323213243444,1123231122434434,1231211224343344,1212112233433444,1121122334324434,1211223343144234,1112233421432344,1122334114223434,1213241132234344,1122311322343444,1213112223434434,1121122234343344,1211221343432434
852	1112213434223434	16	1112213434223434,1122134342134234,1211342321342344,1112323213423444,1123231124234434,1231211242343344,1212112323433444,1121123234324434,1211232343144234,1112323421432344,1123234114223434,1231241132234344,1212311322343444,1123112223434434,1231122134344234,1211221343432344
853	1112213434232344	16	1112213434232344,1122134342312434,1211342323124344,1112323231243444,1123231212434434,1231212124343344,1212121233433444,1121212334324434,1212123343144234,1121233421432344,1212334114223434,1123241132234344,1231411222343434,1213112223434344,1121122234343434,1211221343434234
854	1112213434232434	16	1112213434232434,1122134342314234,1211342323142344,1112323231423444,1123231214234434,1231212142343344,1212121323433444,1121213234324434,1212132343144234,1121323421432344,1213234114223434,1122341132234344,1213411222343434,1123112223434344,1231122134342434,1211221343423344
855	1112213434234234	16	1112213434234234,1122134342341234,1211342323412344,1112323234123444,1123231241234434,1231212412343344,1212123123433444,1121231234324434,1212312343144234,1123123421432344,1231234114223434,1212341132234344,1123411222343434,1234112213434234,1231122134342344,1211221343423434
856	1112223341234344	16	1112223341234344,1122133412342434,1211324123423344,1112231234233444,1122312341324434,1213123412243344,1121234122333444,1212341213324434,1123412132243344,1234121321432434,1231213214324344,1212132143243434,1121321432434234,1213214324341234,1122133243412344,1211322434123434
857	1112223341234434	16	1112223341234434,1122133412344234,1211324123432344,1112231234323444,1122312343124434,1213123421243344,1121234212333444,1212341123324434,1123411232243344,1234112321432434,1231123214324344,1211232143243434,1112321432434234,1123214324341234,1231142233412344,1211322334123444
858	1112223341243344	16	1112223341243344,1122133412432434,1211324123324344,1112231233243444,1122312331424434,1213123214243344,1121232142333444,1212311423324434,1123114232243344,1231142321432434,1211323214324344,1112232143243434,1122311432434234,1213114223342344,1121132233423444,1211322334124434
859	1112223341243434	16	1112223341243434,1122133412434234,1211324123342344,1112231233423444,1122312334124434,1213123241243344,1121232412333444,1212314123324434,1123141232243344,1231412321432434,1213123214324344,1121232143243434,1212311432434234,1123114223342344,1231142233412434,1211322334124344
860	1112223341324344	16	1112223341324344,1122133412243434,1211324122334344,1112231223343444,1122312133424434,1213121324243344,1121213242333444,1212132413324434,1121324132243344,1213241321432434,1122313214324344,1213122143243434,1121221332434344,1212113324342434,1121132243423344,1211322434132434
861	1112223341342344	16	1112223341342344,1122133412423434,1211324123234344,1112231232343444,1122312313424434,1213123124243344,1121231242333444,1212312413324434,1123124132243344,1231241321432434,1212313214324344,1123122143243434,1231211432434234,1212113324342344,1121132243423434,1211322434134234
862	1112223341423344	16	1112223341423344,1122133414232434,1211324132324344,1112231323243444,1122313231424434,1213122314243344,1121223142333444,1212131423324434,1121314232243344,1213142321432434,1121323214324344,1213231142243434,1122311422334344,1213114223342434,1121132233424344,1211322334142434
863	1112223341423434	16	1112223341423434,1122133414234234,1211324132342344,1112231323423444,1122313234124434,1213122341243344,1121223412333444,1212134123324434,1121341232243344,1213412321432434,1123123214324344,1231231142243434,1212311422334344,1123114223342434,1231142233414234,1211322334142344
864	1112223341432344	16	1112223341432344,1122133414223434,1211324132234344,1112231322343444,1122313213424434,1213122134243344,1121221342333444,1212113423324434,1121134232243344,1211342321432434,1112323214324344,1123231142243434,1231211422334344,1212113223343444,1121132233424434,1211322334144234
865	1112223343124344	16	1112223343124344,1122133421243434,1211324212334344,1112232123343444,1122311233424434,1213112324243344,1121123242333444,1211232413324434,1112324132243344,1123241321432434,1231412213324344,1213122133243444,1121221332434434,1212113324344234,1121132243432344,1211322434312434
866	1112223343142344	16	1112223343142344,1122133421423434,1211324213234344,1112232132343444,1122311323424434,1213112234243344,1121122342333444,1211223413324434,1112234132243344,1122341321432434,1213412213324344,1123122133243444,1231211322434434,1212113224343344,1121132243432434,1211322434314234
867	1112223343412344	16	1112223343412344,1122133424123434,1211324231234344,1112232312343444,1122313123424434,1213121234243344,1121212342333444,1212123413324434,1121234132243344,1212341321432434,1123412213324344,1234121132243434,1231211322434344,1212113224343434,1121132243434234,1211322434341234
868	1112223344123344	16	1112223344123344,1122133441232434,1211324312324344,1112233123243444,1122331231424434,1213212314243344,1122123142333444,1211231423324434,1112314232243344,1123142321432434,1231423114223344,1213231142233444,1122311422334434,1213114223344234,1121132233442344,1211322334412434
869	1112223344123434	16	1112223344123434,1122133441234234,1211324312342344,1112233123423444,1122331234124434,1213212341243344,1122123412333444,1211234123324434,1112341232243344,1123412321432434,1234123114223344,1231231142233444,1212311422334434,1123114223344234,1231142233441234,1211322334412344
870	1112223412334344	16	1112223412334344,1122134123342434,1211341232423344,1112312324233444,1123123241324434,1231231412243344,1212314122333444,1123141223324434,1231412233144234,1213122331442344,1121223314423434,1212133144234234,1121321432342344,1213214323412434,1122133234124344,1211322341243434
871	1112223412334434	16	1112223412334434,1122134123344234,1211341232432344,1112312324323444,1123123243124434,1231231421243344,1212314212333444,1123142123324434,1231421233144234,1213212331442344,1122123314423434,1211233144234234,1112321432342344,1123214323412434,1231142234123344,1211322341233444
872	1112223412343344	16	1112223412343344,1122134123432434,1211341234223344,1112312342233444,1123123421324434,1231234112243344,1212341122333444,1123411223324434,1234112233144234,1231122331442344,1211223314423434,1112233144234234,1122331442341234,1213214323412344,1122133234123444,1211322341234434
873	1112223412343434	16	1112223412343434,1122134123434234,1211341234232344,1112312342323444,1123123423124434,1231234121243344,1212341212333444,1123412123324434,1234121233144234,1231212331442344,1212123314423434,1121233144234234,1212331442341234,1123214323412344,1231142234123434,1211322341234344
874	1112223413234344	16	1112223413234344,1122134132342434,1211341223423344,1112312234233444,1123122341324434,1231213412243344,1212134122333444,1121341223324434,1213412233144234,1123122331442344,1231213214423434,1212132143234344,1121321432342434,1213214323414234,1122133234142344,1211322341423434
875	1112223413234434	16	1112223413234434,1122134132344234,1211341223432344,1112312234323444,1123122343124434,1231213421243344,1212134212333444,1121342123324434,1213421233144234,1123212331442344,1231123214423434,1211232143234344,1112321432342434,1123214323414234,1231142234132344,1211322341323444
876	1112223413243344	16	1112223413243344,1122134132432434,1211341223324344,1112312233243444,1123122331424434,1231213214243344,1212132142333444,1121321423324434,1213214233144234,1122132331442344,1211323214423434,1112232143234344,1122311432342434,1213114223423344,1121132234233444,1211322341324434
877	1112223413243434	16	1112223413243434,1122134132434234,1211341223342344,1112312233423444,1123122334124434,1231213241243344,1212132412333444,1121324123324434,1213241233144234,1122312331442344,1213123214423434,1121232143234344,1212311432342434,1123114223423344,1231142234132434,1211322341324344
878	1112223413324344	16	1112223413324344,1122134132243434,1211341222334344,1112312223343444,1123122133424434,1231211324243344,1212113242333444,1121132423324434,1211324233144234,1112232331442344,1122313214423434,1213122143234344,1121221332343444,1212113323424434,1121132234243344,1211322341432434
879	1112223413342344	16	1112223413342344,1122134132423434,1211341223234344,1112312232343444,1123122313424434,1231213124243344,1212131242333444,1121312423324434,1213124233144234,1121232331442344,1212313214423434,1123122143234344,1231211432342434,1212113323424344,1121132234243434,1211322341434234
880	1112223413423344	16	1112223413423344,1122134134232434,1211341232324344,1112312323243444,1123123231424434,1231231214243344,1212312142333444,1123121423324434,1231214233144234,1212132331442344,1121323214423434,1213231144234234,1122311432342344,1213114223423434,1121132234234344,1211322341342434
881	1112223413423434	16	1112223413423434,1122134134234234,1211341232342344,1112312323423444,1123123234124434,1231231241243344,1212312412333444,1123124123324434,1231241233144234,1212312331442344,1123123214423434,1231231144234234,1212311432342344,1123114223423434,1231142234134234,1211322341342344
882	1112223413432344	16	1112223413432344,1122134134223434,1211341232234344,1112312322343444,1123123213424434,1231231124243344,1212311242333444,1123112423324434,1231124233144234,1211232331442344,1112323214423434,1123231144234234,1231211432342344,1212113323423444,1121132234234434,1211322341344234
883	1112223431234344	16	1112223431234344,1122134312342434,1211342123423344,1112321234233444,1123212341324434,1231123412243344,1211234122333444,1112341223324434,1123412233144234,1234121321432344,1231213214323444,1212132143234434,1121321432344234,1213214323441234,1122133234412344,1211322344123434
884	1112223431234434	16	1112223431234434,1122134312344234,1211342123432344,1112321234323444,1123212343124434,1231123421243344,1211234212333444,1112342123324434,1123421233144234,1234112321432344,1231123214323444,1211232143234434,1112321432344234,1123214323441234,1231142234312344,1211322343123444
885	1112223431243344	16	1112223431243344,1122134312432434,1211342123324344,1112321233243444,1123212331424434,1231123214243344,1211232142333444,1112321423324434,1123214233144234,1231142321432344,1211323214323444,1112232143234434,1122311432344234,1213114223432344,1121132234323444,1211322343124434
886	1112223431243434	16	1112223431243434,1122134312434234,1211342123342344,1112321233423444,1123212334124434,1231123241243344,1211232412333444,1112324123324434,1123241233144234,1231412321432344,1213123214323444,1121232143234434,1212311432344234,1123114223432344,1231142234312434,1211322343124344
887	1112223431342344	16	1112223431342344,1122134312423434,1211342123234344,1112321232343444,1123212313424434,1231123124243344,1211231242333444,1112312423324434,1123124233144234,1231241321432344,1212313214323444,1123122143234434,1231211432344234,1212113323442344,1121132234423434,1211322344134234
888	1112223431423344	16	1112223431423344,1122134314232434,1211342132324344,1112321323243444,1123213231424434,1231122314243344,1211223142333444,1112231423324434,1122314233144234,1213142321432344,1121323214323444,1213231142234434,1122311422343344,1213114223432434,1121132234324344,1211322343142434
889	1112223431423434	16	1112223431423434,1122134314234234,1211342132342344,1112321323423444,1123213234124434,1231122341243344,1211223412333444,1112234123324434,1122341233144234,1213412321432344,1123123214323444,1231231142234434,1212311422343344,1123114223432434,1231142234314234,1211322343142344
890	1112223434123344	16	1112223434123344,1122134341232434,1211342312324344,1112323123243444,1123231231424434,1231212314243344,1212123142333444,1121231423324434,1212314233144234,1123142321432344,1231423114223434,1213231142234344,1122311422343434,1213114223434234,1121132234342344,1211322343412434
891	1112223434123434	16	1112223434123434,1122134341234234,1211342312342344,1112323123423444,1123231234124434,1231212341243344,1212123412333444,1121234123324434,1212341233144234,1123412321432344,1234123114223434,1231231142234344,1212311422343434,1123114223434234,1231142234341234,1211322343412344
892	1112223434132344	16	1112223434132344,1122134341223434,1211342312234344,1112323122343444,1123231213424434,1231212134243344,1212121342333444,1121213423324434,1212134233144234,1121342321432344,1213423114223434,1123231142234344,1231211422343434,1212113223434344,1121132234342434,1211322343414234
893	1112223434312344	16	1112223434312344,1122134342123434,1211342321234344,1112323212343444,1123231123424434,1231211234243344,1212112342333444,1121123423324434,1211234233144234,1112342321432344,1123423114223434,1234121132234344,1231211322343444,1212113223434434,1121132234344234,1211322343441234
894	1112231223434344	16	1112231223434344,1122312134342434,1213121342423344,1121213423233444,1212134231324434,1121342312243344,1213423121432434,1123231214324344,1231212143243434,1212121332434344,1121213324342434,1212133243414234,1121322434132344,1213214341223434,1122133412234344,1211324122343434
895	1112231223434434	16	1112231223434434,1122312134344234,1213121342432344,1121213423323444,1212134233124434,1121342321243344,1213423112432434,1123231124324344,1231211243243434,1212112332434344,1121123324342434,1211233243414234,1112322434132344,1123214341223434,1231142312234344,1211323122343444
896	1112231224343344	16	1112231224343344,1122312143432434,1213121434223344,1121213342233444,1212133421324434,1121324213243344,1213241132432434,1122311324324344,1213112243243434,1121122332434344,1211223314342434,1112233142423344,1122331424132434,1213214231324344,1122132313243444,1211323122434434
897	1112231224343434	16	1112231224343434,1122312143434234,1213121434232344,1121213342323444,1212133423124434,1121324231243344,1213241312432434,1122313124324344,1213121243243434,1121212332434344,1212123314342434,1121233142423344,1212331424132434,1123214231324344,1231142312243434,1211323122434344
898	1112231232434344	16	1112231232434344,1122312314342434,1213123142423344,1121231423233444,1212314231324434,1123142312243344,1231423121432434,1213231214324344,1122312143243434,1213121432434234,1121213324342344,1212133243412434,1121322434123344,1213214341232434,1122133412324344,1211324123243434
899	1112231232434434	16	1112231232434434,1122312314344234,1213123142432344,1121231423323444,1212314233124434,1123142321243344,1231423112432434,1213231124324344,1122311243243434,1213112432434234,1121123324342344,1211233243412434,1112322434123344,1123214341232434,1231142312324344,1211323123243444
900	1112231233424344	16	1112231233424344,1122312334142434,1213123241423344,1121232413233444,1212314132324434,1123141223243344,1231412231432434,1213122314324344,1121223143243434,1212131432434234,1121314223342344,1213142233412434,1121322334124344,1213213241243434,1122132412334344,1211324123342434
901	1112231233424434	16	1112231233424434,1122312334144234,1213123241432344,1121232413323444,1212314132234434,1123141222343344,1231412213432434,1213122134324344,1121221343243434,1212113432434234,1121134223342344,1211342233412434,1112322334124344,1123213241243434,1231122412334344,1211223123343444
902	1112231233442344	16	1112231233442344,1122312334412434,1213123244123344,1121232431233444,1212314312324434,1123142123243344,1231421231432434,1213212314324344,1122123143243434,1211231432434234,1112314223342344,1123142233412434,1231421324123344,1213213241233444,1122132412334434,1211324123344234
903	1112231234234344	16	1112231234234344,1122312341342434,1213123412423344,1121234123233444,1212341231324434,1123412312243344,1234123121432434,1231231214324344,1212312143243434,1123121432434234,1231214324341234,1212133243412344,1121322434123434,1213214341234234,1122133412342344,1211324123423434
904	1112231234234434	16	1112231234234434,1122312341344234,1213123412432344,1121234123323444,1212341233124434,1123412321243344,1234123112432434,1231231124324344,1212311243243434,1123112432434234,1231124324341234,1211233243412344,1112322434123434,1123214341234234,1231142312342344,1211323123423444
905	1112231234243344	16	1112231234243344,1122312341432434,1213123414223344,1121234132233444,1212341321324434,1123412213243344,1234121132432434,1231211324324344,1212113243243434,1121132432434234,1211324324341234,1112233243412344,1122331424123434,1213214231234344,1122132312343444,1211323123424434
906	1112231234243434	16	1112231234243434,1122312341434234,1213123414232344,1121234132323444,1212341323124434,1123412231243344,1234121312432434,1231213124324344,1212131243243434,1121312432434234,1213124324341234,1121233243412344,1212331424123434,1123214231234344,1231142312342434,1211323123424344
907	1112231234324344	16	1112231234324344,1122312343142434,1213123421423344,1121234213233444,1212341132324434,1123411223243344,1234112231432434,1231122314324344,1211223143243434,1112231432434234,1122314324341234,1213142233412344,1121322334123444,1213213241234434,1122132412343344,1211324123432434
908	1112231234342344	16	1112231234342344,1122312343412434,1213123424123344,1121234231233444,1212341312324434,1123412123243344,1234121231432434,1231212314324344,1212123143243434,1121231432434234,1212314324341234,1123142233412344,1231421324123434,1213213241234344,1122132412343434,1211324123434234
909	1112231234342434	16	1112231234342434,1122312343414234,1213123424132344,1121234231323444,1212341312234434,1123412122343344,1234121213432434,1231212134324344,1212121343243434,1121213432434234,1212134324341234,1121342233412344,1213421324123434,1123213241234344,1231122412343434,1211223123434344
910	1112231234344234	16	1112231234344234,1122312343441234,1213123424312344,1121234233123444,1212341321234434,1123412212343344,1234121123432434,1231211234324344,1212112343243434,1121123432434234,1211234324341234,1112342233412344,1123421324123434,1234112231234344,1231122312343444,1211223123434434
911	1112231234423434	16	1112231234423434,1122312344134234,1213123441232344,1121234312323444,1212343123124434,1123421231243344,1234112312432434,1231123124324344,1211231243243434,1112312432434234,1123124324341234,1231243142312344,1212331423123444,1123214231234434,1231142312344234,1211323123442344
912	1112231242334344	16	1112231242334344,1122312413342434,1213124132423344,1121231324233444,1212313241324434,1123122413243344,1231214132432434,1212131324324344,1121312243243434,1213122431434234,1121223314342344,1212133142423434,1121321423234344,1213214231342434,1122132313424344,1211323124243434
913	1112231242334434	16	1112231242334434,1122312413344234,1213124132432344,1121231324323444,1212313243124434,1123122431243344,1231214312432434,1212133124324344,1121321243243434,1213212431434234,1122123314342344,1211233142423434,1112321423234344,1123214231342434,1231142312423344,1211323124233444
914	1112231242343344	16	1112231242343344,1122312413432434,1213124134223344,1121231342233444,1212313421324434,1123124213243344,1231241132432434,1212311324324344,1123112243243434,1231122431434234,1211223314342344,1112233142423434,1122331424134234,1213214231342344,1122132313423444,1211323124234434
915	1112231242343434	16	1112231242343434,1122312413434234,1213124134232344,1121231342323444,1212313423124434,1123124231243344,1231241312432434,1212313124324344,1123121243243434,1231212431434234,1212123314342344,1121233142423434,1212331424134234,1123214231342344,1231142312423434,1211323124234344
916	1112231243234344	16	1112231243234344,1122312431342434,1213124312423344,1121233124233444,1212331241324434,1123212413243344,1231124132432434,1211231324324344,1112312243243434,1123122431434234,1231214314232344,1212133142323444,1121321423234434,1213214231344234,1122132313442344,1211323124423434
917	1112231243234434	16	1112231243234434,1122312431344234,1213124312432344,1121233124323444,1212331243124434,1123212431243344,1231124312432434,1211233124324344,1112321243243434,1123212431434234,1231124314232344,1211233142323444,1112321423234434,1123214231344234,1231142312432344,1211323124323444
918	1112231243243434	8	1112231243243434,1122312431434234,1213124314232344,1121233142323444,1212331423124434,1123214231243344,1231142312432434,1211323124324344
919	1112231243423344	16	1112231243423344,1122312434132434,1213124341223344,1121233412233444,1212334121324434,1123241213243344,1231412132432434,1213121324324344,1121213243243434,1212132431434234,1121324314232344,1213243142312434,1122331423124344,1213214231243434,1122132312434344,1211323124342434
920	1112231243423434	16	1112231243423434,1122312434134234,1213124341232344,1121233412323444,1212334123124434,1123241231243344,1231412312432434,1213123124324344,1121231243243434,1212312431434234,1123124314232344,1231243142312434,1212331423124344,1123214231243434,1231142312434234,1211323124342344
921	1112231243432344	16	1112231243432344,1122312434312434,1213124342123344,1121233421233444,1212334112324434,1123241123243344,1231411232432434,1213112324324344,1121123243243434,1211232431434234,1112324314232344,1123243142312434,1231421323124344,1213213231243444,1122132312434434,1211323124344234
922	1112231243432434	16	1112231243432434,1122312434314234,1213124342132344,1121233421323444,1212334112234434,1123241122343344,1231411223432434,1213112234324344,1121122343243434,1211223431434234,1112234314232344,1122343142312434,1213421323124344,1123213231243444,1231122312434434,1211223124343344
923	1112231243434234	16	1112231243434234,1122312434341234,1213124342312344,1121233423123444,1212334121234434,1123241212343344,1231412123432434,1213121234324344,1121212343243434,1212123431434234,1121234314232344,1212343142312434,1123421323124344,1234112231243434,1231122312434344,1211223124343434
924	1112231322434344	16	1112231322434344,1122313214342434,1213122143423344,1121221334233444,1212113342324434,1121132423243344,1211324231432434,1112232314324344,1122313142243434,1213121422334344,1121213223343444,1212132133424434,1121321324243344,1213213241432434,1122132413324344,1211324132243434
925	1112231322434434	16	1112231322434434,1122313214344234,1213122143432344,1121221334323444,1212113342234434,1121132422343344,1211324213432434,1112232134324344,1122311342243434,1213112422334344,1121123223343444,1211232133424434,1112321324243344,1123213241432434,1231122413324344,1211223133243444
926	1112231323424344	16	1112231323424344,1122313234142434,1213122341423344,1121223413233444,1212134132324434,1121341223243344,1213412231432434,1123122314324344,1231213142243434,1212131422334344,1121314223342434,1213142233414234,1121322334142344,1213213241423434,1122132413234344,1211324132342434
927	1112231323424434	16	1112231323424434,1122313234144234,1213122341432344,1121223413323444,1212134132234434,1121341222343344,1213412213432434,1123122134324344,1231211342243434,1212113422334344,1121134223342434,1211342233414234,1112322334142344,1123213241423434,1231122413234344,1211223132343444
928	1112231323442344	16	1112231323442344,1122313234412434,1213122344123344,1121223431233444,1212134312324434,1121342123243344,1213421231432434,1123212314324344,1231123142243434,1211231422334344,1112314223342434,1123142233414234,1231421324132344,1213213241323444,1122132413234434,1211324132344234
929	1112231324234344	16	1112231324234344,1122313241342434,1213122413423344,1121223134233444,1212131342324434,1121312423243344,1213124231432434,1121232314324344,1212313142243434,1123121422334344,1231214213342434,1212132133424344,1121321324243434,1213213241434234,1122132413342344,1211324132423434
930	1112231324234434	16	1112231324234434,1122313241344234,1213122413432344,1121223134323444,1212131342234434,1121312422343344,1213124213432434,1121232134324344,1212311342243434,1123112422334344,1231124213342434,1211232133424344,1112321324243434,1123213241434234,1231122413342344,1211223133423444
931	1112231324243344	16	1112231324243344,1122313241432434,1213122413324344,1121223133243444,1212131322434434,1121312224343344,1213122143432434,1121221334324344,1212113342243434,1121132422334344,1211324213342434,1112232133424344,1122311324243434,1213112242334344,1121122323343444,1211223133424434
932	1112231324243434	16	1112231324243434,1122313241434234,1213122413342344,1121223133423444,1212131324234434,1121312242343344,1213122413432434,1121223134324344,1212131342243434,1121312422334344,1213124213342434,1121232133424344,1212311324243434,1123112242334344,1231122413342434,1211223133424344
933	1112231324324344	16	1112231324324344,1122313243142434,1213122431423344,1121223314233444,1212133142324434,1121321423243344,1213214231432434,1122132314324344,1211323142243434,1112231422334344,1122314213342434,1213142132423344,1121321324233444,1213213241324434,1122132413243344,1211324132432434
934	1112231324342344	16	1112231324342344,1122313243412434,1213122434123344,1121223341233444,1212133412324434,1121324123243344,1213241231432434,1122312314324344,1213123142243434,1121231422334344,1212314213342434,1123142132423344,1231421324132434,1213213241324344,1122132413243434,1211324132434234
935	1112231324342434	16	1112231324342434,1122313243414234,1213122434132344,1121223341323444,1212133412234434,1121324122343344,1213241213432434,1122312134324344,1213121342243434,1121213422334344,1212134213342434,1121342132423344,1213421324132434,1123213241324344,1231122413243434,1211223132434344
936	1112231324344234	16	1112231324344234,1122313243441234,1213122434312344,1121223343123444,1212133421234434,1121324212343344,1213241123432434,1122311234324344,1213112342243434,1121123422334344,1211234213342434,1112342132423344,1123421324132434,1234112231324344,1231122313243444,1211223132434434
937	1112231324423434	16	1112231324423434,1122313244134234,1213122431342344,1121223313423444,1212133124234434,1121321242343344,1213212413432434,1122123134324344,1211231342243434,1112312422334344,1123124213342434,1231241132423344,1212311324233444,1123112242334434,1231122413344234,1211223133442344
938	1112231342234344	16	1112231342234344,1122313421342434,1213124213423344,1121232134233444,1212311342324434,1123112423243344,1231124231432434,1211232314324344,1112323142243434,1123231421434234,1231214213342344,1212132133423444,1121321324234434,1213213241344234,1122132413432344,1211324134223434
939	1112231342234434	16	1112231342234434,1122313421344234,1213124213432344,1121232134323444,1212311342234434,1123112422343344,1231124213432434,1211232134324344,1112321342243434,1123213421434234,1231124213342344,1211232133423444,1112321324234434,1123213241344234,1231122413432344,1211223134323444
940	1112231342243434	8	1112231342243434,1122313421434234,1213124213342344,1121232133423444,1212311324234434,1123112242343344,1231122413432434,1211223134324344
941	1112231342324344	16	1112231342324344,1122313423142434,1213124231423344,1121232314233444,1212313142324434,1123121423243344,1231214231432434,1212132314324344,1121323142243434,1213231421434234,1122314213342344,1213142132423434,1121321324234344,1213213241342434,1122132413423344,1211324134232434
942	1112231342324434	16	1112231342324434,1122313423144234,1213124231432344,1121232314323444,1212313142234434,1123121422343344,1231214213432434,1212132134324344,1121321342243434,1213213421434234,1122134213342344,1211342132423434,1112321324234344,1123213241342434,1231122413423344,1211223134233444
943	1112231342342344	16	1112231342342344,1122313423412434,1213124234123344,1121232341233444,1212313412324434,1123124123243344,1231241231432434,1212312314324344,1123123142243434,1231231421434234,1212314213342344,1123142132423434,1231421324134234,1213213241342344,1122132413423434,1211324134234234
944	1112231342342434	16	1112231342342434,1122313423414234,1213124234132344,1121232341323444,1212313412234434,1123124122343344,1231241213432434,1212312134324344,1123121342243434,1231213421434234,1212134213342344,1121342132423434,1213421324134234,1123213241342344,1231122413423434,1211223134234344
945	1112231342344234	16	1112231342344234,1122313423441234,1213124234312344,1121232343123444,1212313421234434,1123124212343344,1231241123432434,1212311234324344,1123112342243434,1231123421434234,1211234213342344,1112342132423434,1123421324134234,1234112231342344,1231122313423444,1211223134234434
946	1112231342423344	16	1112231342423344,1122313424132434,1213124231324344,1121232313243444,1212313122434434,1123121224343344,1231212143432434,1212121334324344,1121213342243434,1212133421434234,1121324213342344,1213241132423434,1122311324234344,1213112242343434,1121122323434344,1211223134342434
947	1112231342423434	16	1112231342423434,1122313424134234,1213124231342344,1121232313423444,1212313124234434,1123121242343344,1231212413432434,1212123134324344,1121231342243434,1212313421434234,1123124213342344,1231241132423434,1212311324234344,1123112242343434,1231122413434234,1211223134342344
948	1112231342432344	16	1112231342432344,1122313424312434,1213124233124344,1121232331243444,1212313212434434,1123122124343344,1231211243432434,1212112334324344,1121123342243434,1211233421434234,1112324213342344,1123241132423434,1231411223234344,1213112232343444,1121122323434434,1211223134344234
949	1112231342432434	16	1112231342432434,1122313424314234,1213124233142344,1121232331423444,1212313214234434,1123122142343344,1231211423432434,1212113234324344,1121132342243434,1211323421434234,1112234213342344,1122341132423434,1213411223234344,1123112232343444,1231122313424434,1211223134243344
