class_index	representative_index_a	representative_index_b	w_global_index_a	w_word_a	transpose_word_a	value_a	status_a	double_trident_a	warning_a	active_term_count_a	discharged_term_count_a	elapsed_sec_a	w_global_index_b	w_word_b	transpose_word_b	value_b	status_b	double_trident_b	warning_b	active_term_count_b	discharged_term_count_b	elapsed_sec_b	double_trident_profile
143	284	382	322	1111232243434234	1234112312233444	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.053	437	1111234223423344	1234111232243434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.025	neither
144	285	1102	324	1111232322343444	1234112234314234	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.009	2096	1112234123432434	1231211432234344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	4.323	neither
145	286	1150	325	1111232322344344	1234112234312434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.012	2190	1112234312434234	1231211243233444	1	fallback_evaluated_by_x_component_coloring	no		1	6	2.458	neither
146	289	1110	329	1111232322434434	1234112234132344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.011	2108	1112234132344234	1231211423323444	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.518	neither
147	290	1098	331	1111232322443434	1234112234123344	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.015	2092	1112234123344234	1231211432323444	-1	fallback_evaluated_by_x_component_coloring	no		2	5	3.622	neither
148	293	872	336	1111232323423444	1234112233144234	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.214	1424	1112223412343344	1231231144223434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.772	neither
149	294	1023	337	1111232323424344	1234112233142434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.205	1808	1112232412343344	1231213144223434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.946	neither
150	295	1053	338	1111232323424434	1234112233142344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.032	1906	1112233142344234	1231212413323444	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.857	neither
151	300	907	343	1111232324234344	1234112231432434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.232	1516	1112231234324344	1231214321342434	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.065	neither
152	301	970	344	1111232324234434	1234112231432344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.033	1634	1112231432344234	1231214123323444	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.356	neither
153	302	967	345	1111232324243344	1234112231423434	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.014	1623	1112231423434234	1231214132233444	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.611	neither
154	303	962	346	1111232324243434	1234112231423344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.043	1618	1112231423344234	1231214132323444	-1	fallback_evaluated_by_x_component_coloring	no		2	4	1.749	neither
155	304	951	347	1111232324323444	1234112231344234	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.052	1602	1112231344234234	1231214212333444	-1	fallback_evaluated_by_x_component_coloring	no		1	5	0.931	neither
156	306	945	349	1111232324324434	1234112231342344	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	5	0.011	1592	1112231342344234	1231214213323444	-1	fallback_evaluated_by_x_component_coloring	no		1	5	0.905	first_orientation_only
157	307	558	350	1111232324342344	1234112231324434	1	fallback_evaluated_by_x_component_coloring	no		1	5	3.050	674	1112123422334344	1231421134232434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.137	neither
158	308	936	351	1111232324342434	1234112231324344	1	fallback_evaluated_by_x_component_coloring	no		2	3	0.719	1576	1112231324344234	1231214231323444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.123	neither
159	309	380	352	1111232324344234	1234112231323444	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.036	435	1111234223342434	1234111232324344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.035	neither
160	312	585	355	1111232324432344	1234112231234434	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.002	709	1112123432434234	1231421123233444	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.132	neither
161	313	379	357	1111232324434234	1234112231233444	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.035	434	1111234223342344	1234111232324434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.026	neither
162	314	855	358	1111232342233444	1234112213434234	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.044	1176	1112213434234234	1231241122333444	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.024	neither
163	315	850	359	1111232342234344	1234112213432434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.175	1171	1112213432434234	1231241123233444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.104	neither
164	319	828	363	1111232342323444	1234112213344234	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.674	1134	1112213344234234	1231241212333444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.095	neither
165	321	822	365	1111232342324434	1234112213342344	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	1	7	0.024	1124	1112213342344234	1231241213323444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.094	first_orientation_only
166	322	557	366	1111232342342344	1234112213324434	1	fallback_evaluated_by_x_component_coloring	no		1	6	4.421	673	1112123422333444	1231421134234234	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.047	neither
167	323	813	367	1111232342342434	1234112213324344	1	fallback_evaluated_by_x_component_coloring	no		1	5	3.059	1108	1112213324344234	1231241231323444	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.021	neither
168	324	378	368	1111232342344234	1234112213323444	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.195	433	1111234223324434	1234111232342344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.010	neither
169	327	584	371	1111232342432344	1234112213234434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.010	708	1112123432432434	1231421123234344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.024	neither
170	328	792	372	1111232342432434	1234112213234344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.050	1052	1112213234344234	1231241321323444	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.025	neither
171	329	377	373	1111232342434234	1234112213233444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.195	432	1111234223324344	1234111232342434	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.005	neither
172	330	761	375	1111232344223434	1234112212343344	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.008	1003	1112212343344234	1231243112323444	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.004	neither
173	334	728	379	1111232422333444	1234112134234234	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.090	924	1112134234234234	1231411222333444	1	fallback_evaluated_by_x_component_coloring	no		1	7	7.676	neither
174	335	723	380	1111232422334344	1234112134232434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.019	919	1112134232434234	1231411223233444	1	fallback_evaluated_by_x_component_coloring	no		2	5	4.802	neither
175	339	696	384	1111232423233444	1234112132434234	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.017	882	1112132434234234	1231412122333444	1	fallback_evaluated_by_x_component_coloring	no		2	5	5.511	neither
176	340	691	385	1111232423234344	1234112132432434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.041	877	1112132432434234	1231412123233444	1	fallback_evaluated_by_x_component_coloring	no		2	4	3.474	neither
177	342	685	387	1111232423243344	1234112132423434	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	5	0.009	861	1112132423434234	1231412132233444	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.224	first_orientation_only
178	343	680	388	1111232423243434	1234112132423344	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	6	0.015	856	1112132423344234	1231412132323444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.139	first_orientation_only
179	344	664	389	1111232423323444	1234112132344234	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.007	840	1112132344234234	1231412212333444	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.337	neither
180	347	578	392	1111232423342344	1234112132324434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.030	700	1112123432324344	1231421123342434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.206	neither
181	349	375	394	1111232423344234	1234112132323444	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.037	430	1111234223243434	1234111232423344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.030	neither
182	350	623	395	1111232423423344	1234112132243434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.512	784	1112132243434234	1231412312233444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.202	neither
183	351	618	396	1111232423423434	1234112132243344	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.282	779	1112132243344234	1231412312323444	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.022	neither
184	353	610	398	1111232423432434	1234112132234344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.032	758	1112132234344234	1231412321323444	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.028	neither
185	354	374	399	1111232423434234	1234112132233444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.243	429	1111234223243344	1234111232423434	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.004	neither
186	356	553	406	1111232432324344	1234112123342434	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.010	667	1112123342434234	1231421213233444	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.174	neither
187	357	548	407	1111232432324434	1234112123342344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.008	662	1112123342344234	1231421213323444	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.134	neither
188	358	537	408	1111232432342344	1234112123324434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.033	651	1112123324434234	1231421231233444	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.028	neither
189	359	534	409	1111232432342434	1234112123324344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.020	646	1112123324344234	1231421231323444	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.020	neither
190	361	521	411	1111232432423344	1234112123243434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.008	616	1112123243434234	1231421312233444	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.191	neither
191	362	516	412	1111232432423434	1234112123243344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.056	611	1112123243344234	1231421312323444	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.017	neither
192	364	501	414	1111232432432434	1234112123234344	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.038	590	1112123234344234	1231421321323444	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.031	neither
193	365	372	415	1111232432434234	1234112123233444	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.511	427	1111234223234344	1234111232432434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.009	neither
194	369	447	419	1111232434232434	1234112122334344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.311	520	1112122334344234	1231423121323444	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.007	neither
195	370	371	420	1111232434234234	1234112122333444	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.653	426	1111234223233444	1234111232434234	-1	fallback_evaluated_by_x_component_coloring	no		1	1	0.006	neither
196	412	1237	469	1112122233434434	1231423412132344	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.142	2453	1112314234232434	1231141222334344	1	fallback_evaluated_by_x_component_coloring	no		1	7	6.771	neither
197	416	1155	475	1112122234343344	1231423411223434	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.008	2234	1112234341232434	1231211224334344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.870	neither
198	417	1088	476	1112122234343434	1231423411223344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.042	2066	1112233441232434	1231212124334344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	2.129	neither
199	420	1296	481	1112122323433444	1231423142134234	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.662	2991	1112323412324344	1231122143342434	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	16	13.387	second_orientation_only
200	421	1060	482	1112122323434344	1231423142132434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.323	2013	1112233412324344	1231212143342434	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	3	13	8.533	second_orientation_only
201	422	1142	483	1112122323434434	1231423142132344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.048	2181	1112234312324344	1231211243342434	1	fallback_evaluated_by_x_component_coloring	no		2	6	5.298	neither
202	424	1473	487	1112122324334344	1231423141232434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.127	4586	1121231423342344	1213214132324434	1	fallback_evaluated_by_x_component_coloring	no		2	7	8.827	neither
203	425	1232	488	1112122324334434	1231423141232344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.051	2446	1112314232423434	1231141223243344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	4.561	neither
204	426	1457	489	1112122324343344	1231423141223434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.043	4438	1121223434123344	1213231122443434	-1	fallback_evaluated_by_x_component_coloring	no		1	6	4.087	neither
205	427	1231	490	1112122324343434	1231423141223344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.247	2445	1112314232423344	1231141223243434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	2.371	neither
206	429	1321	493	1112122332344344	1231423124312434	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.122	3064	1112324123243434	1231121432423344	-1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	9	2.395	second_orientation_only
207	430	1468	495	1112122332433444	1231423124134234	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	3	4	1.086	4560	1121231342342344	1213214213324434	-1	fallback_evaluated_by_x_component_coloring	no		2	7	13.872	first_orientation_only
208	431	1466	496	1112122332434344	1231423124132434	1	fallback_evaluated_by_x_component_coloring	no		2	3	0.640	4544	1121231324342344	1213214231324434	-1	fallback_evaluated_by_x_component_coloring	no		2	6	6.449	neither
209	432	1229	497	1112122332434434	1231423124132344	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.084	2443	1112314232342434	1231141223324344	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.247	neither
210	433	1228	499	1112122332443434	1231423124123344	-1	fallback_evaluated_by_x_component_coloring	no		2	2	0.092	2442	1112314232342344	1231141223324434	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.666	neither
211	434	1190	504	1112122333423444	1231423123144234	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.100	2342	1112312324342344	1231142231324434	1	fallback_evaluated_by_x_component_coloring	no		1	7	6.025	neither
212	435	518	507	1112122333442344	1231423123124434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.043	613	1112123243423434	1231421312243344	1	fallback_evaluated_by_x_component_coloring	no		1	6	5.487	neither
213	437	1429	510	1112122334233444	1231423121434234	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	6	0.121	4092	1121213342342344	1213241213324434	-1	fallback_evaluated_by_x_component_coloring	no		2	6	5.516	first_orientation_only
214	438	898	511	1112122334234344	1231423121432434	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.429	1496	1112231232434344	1231214324132434	-1	fallback_evaluated_by_x_component_coloring	no		2	5	4.278	neither
215	439	1227	512	1112122334234434	1231423121432344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.558	2441	1112314232324434	1231141223342344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.349	neither
216	440	1423	513	1112122334243344	1231423121423434	-1	fallback_evaluated_by_x_component_coloring	no		2	2	0.101	4020	1121213234342344	1213241321324434	1	fallback_evaluated_by_x_component_coloring	no		2	5	3.939	neither
217	441	1226	514	1112122334243434	1231423121423344	-1	fallback_evaluated_by_x_component_coloring	no		2	3	0.650	2440	1112314232324344	1231141223342434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.524	neither
218	443	1434	516	1112122334324344	1231423121342434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.044	4118	1121213423342344	1213241132324434	1	fallback_evaluated_by_x_component_coloring	no		3	5	7.033	neither
219	445	517	518	1112122334342344	1231423121324434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.172	612	1112123243423344	1231421312243434	1	fallback_evaluated_by_x_component_coloring	no		2	4	4.794	neither
220	448	1411	521	1112122334423344	1231423121243434	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.072	3922	1121212324343434	1213243141223344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.250	neither
221	449	735	522	1112122334423434	1231423121243344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.575	952	1112212324343434	1231243141223344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.180	neither
222	453	1019	528	1112122342334434	1231423114232344	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.149	1796	1112232344123344	1231213212443434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	2.970	neither
223	454	890	529	1112122342343344	1231423114223434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.150	1468	1112223434123344	1231231122443434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	2.723	neither
224	455	868	530	1112122342343434	1231423114223344	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.219	1412	1112223344123344	1231231212443434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.469	neither
225	456	1349	531	1112122343233444	1231423112434234	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.033	3144	1112324234123344	1231121322443434	-1	fallback_evaluated_by_x_component_coloring	no		1	6	3.722	neither
226	457	899	532	1112122343234344	1231423112432434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.153	1497	1112231232434434	1231214324132344	-1	fallback_evaluated_by_x_component_coloring	no		2	4	2.573	neither
227	461	519	539	1112122343342344	1231423112324434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.033	614	1112123243432344	1231421312234434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.245	neither
228	465	734	543	1112122343423434	1231423112243344	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.945	951	1112212324343344	1231243141223434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.025	neither
229	467	1157	545	1112122343432434	1231423112234344	1	fallback_evaluated_by_x_component_coloring	no		1	2	0.004	2236	1112234342123344	1231211223443434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.035	neither
230	469	1272	548	1112123223343444	1231421342314234	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.651	2882	1112323142342344	1231122413324434	1	fallback_evaluated_by_x_component_coloring	no		2	8	9.734	neither
231	475	1186	558	1112123224334434	1231421341232344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.036	2331	1112312323442344	1231142233124434	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.273	neither
232	476	1171	559	1112123224343344	1231421341223434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.034	2286	1112312234342344	1231142321324434	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.821	neither
233	477	1167	560	1112123224343434	1231421341223344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.189	2275	1112312233442344	1231142323124434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.969	neither
234	478	1051	562	1112123232343444	1231421324314234	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.312	1904	1112233142342344	1231212413324434	1	fallback_evaluated_by_x_component_coloring	no		2	7	6.563	neither
235	480	943	565	1112123232433444	1231421324134234	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	6	0.213	1590	1112231342342344	1231214213324434	-1	fallback_evaluated_by_x_component_coloring	no		2	6	5.483	first_orientation_only
236	481	934	566	1112123232434344	1231421324132434	1	fallback_evaluated_by_x_component_coloring	no		2	4	3.448	1574	1112231324342344	1231214231324434	-1	fallback_evaluated_by_x_component_coloring	no		2	5	4.492	neither
237	482	928	567	1112123232434434	1231421324132344	1	fallback_evaluated_by_x_component_coloring	no		2	3	0.881	1563	1112231323442344	1231214233124434	-1	fallback_evaluated_by_x_component_coloring	no		2	4	2.315	neither
238	483	902	569	1112123232443434	1231421324123344	-1	fallback_evaluated_by_x_component_coloring	no		2	3	0.829	1507	1112231233442344	1231214323124434	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.058	neither
239	488	965	576	1112123233424434	1231421323142344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.039	1621	1112231423432344	1231214132234434	-1	fallback_evaluated_by_x_component_coloring	no		2	5	4.856	neither
240	489	514	577	1112123233442344	1231421323124434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.201	605	1112123243243434	1231421312423344	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	7	0.048	second_orientation_only
241	491	820	580	1112123234233444	1231421321434234	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	1	8	0.080	1122	1112213342342344	1231241213324434	-1	fallback_evaluated_by_x_component_coloring	no		2	5	3.512	first_orientation_only
242	492	811	581	1112123234234344	1231421321432434	1	fallback_evaluated_by_x_component_coloring	no		1	6	4.615	1106	1112213324342344	1231241231324434	-1	fallback_evaluated_by_x_component_coloring	no		2	4	2.642	neither
243	493	810	582	1112123234234434	1231421321432344	1	fallback_evaluated_by_x_component_coloring	no		1	5	3.242	1095	1112213323442344	1231241233124434	-1	fallback_evaluated_by_x_component_coloring	no		2	3	0.320	neither
244	494	790	583	1112123234243344	1231421321423434	-1	fallback_evaluated_by_x_component_coloring	no		2	3	0.931	1050	1112213234342344	1231241321324434	1	fallback_evaluated_by_x_component_coloring	no		2	4	2.703	neither
245	495	781	584	1112123234243434	1231421321423344	-1	fallback_evaluated_by_x_component_coloring	no		2	4	4.242	1039	1112213233442344	1231241323124434	1	fallback_evaluated_by_x_component_coloring	no		2	3	0.487	neither
246	496	847	585	1112123234323444	1231421321344234	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.179	1164	1112213432342344	1231241123324434	-1	fallback_evaluated_by_x_component_coloring	no		2	4	2.721	neither
247	497	839	586	1112123234324344	1231421321342434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.179	1148	1112213423342344	1231241132324434	1	fallback_evaluated_by_x_component_coloring	no		3	4	4.310	neither
248	499	513	588	1112123234342344	1231421321324434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.498	604	1112123243243344	1231421312423434	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	3	5	0.024	second_orientation_only
249	503	733	592	1112123234423434	1231421321243344	1	fallback_evaluated_by_x_component_coloring	no		1	5	3.415	950	1112212324334434	1231243141232344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.022	neither
250	507	632	598	1112123242334434	1231421314232344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.147	801	1112132323442344	1231412233124434	1	fallback_evaluated_by_x_component_coloring	no		1	5	1.366	neither
251	508	608	599	1112123242343344	1231421314223434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.152	756	1112132234342344	1231412321324434	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.766	neither
252	509	598	600	1112123242343434	1231421314223344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.161	745	1112132233442344	1231412323124434	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.462	neither
253	510	546	601	1112123243233444	1231421312434234	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.027	660	1112123342342344	1231421213324434	1	fallback_evaluated_by_x_component_coloring	no		1	6	3.865	neither
254	511	532	602	1112123243234344	1231421312432434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.141	644	1112123324342344	1231421231324434	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.660	neither
255	522	1330	627	1112123323243444	1231421233414234	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.051	3084	1112324132342344	1231121423324434	-1	fallback_evaluated_by_x_component_coloring	no		2	5	2.831	neither
256	523	1322	628	1112123323244344	1231421233412434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.049	3068	1112324123342344	1231121432324434	1	fallback_evaluated_by_x_component_coloring	no		1	6	2.736	neither
257	524	871	630	1112123323423444	1231421233144234	1	fallback_evaluated_by_x_component_coloring	no		1	4	0.146	1423	1112223412334434	1231231144232344	-1	fallback_evaluated_by_x_component_coloring	no		2	4	1.732	neither
258	525	1022	631	1112123323424344	1231421233142434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.175	1807	1112232412334434	1231213144232344	1	fallback_evaluated_by_x_component_coloring	no		2	4	1.858	neither
259	528	1250	634	1112123323442434	1231421233124344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.015	2522	1112321243432344	1231124312234434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.121	neither
260	529	1193	641	1112123324323444	1231421231344234	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.032	2346	1112312324423434	1231142231243344	-1	fallback_evaluated_by_x_component_coloring	no		1	5	0.964	neither
261	530	1210	642	1112123324324344	1231421231342434	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	3	5	0.061	2384	1112312423342344	1231142132324434	-1	fallback_evaluated_by_x_component_coloring	no		1	5	1.116	first_orientation_only
262	535	1219	647	1112123324423344	1231421231243434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.005	2410	1112312434232344	1231142122334434	1	fallback_evaluated_by_x_component_coloring	no		1	5	2.977	neither
263	540	705	654	1112123342234434	1231421213432344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.024	901	1112134223432344	1231411232234434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.117	neither
264	541	726	655	1112123342243344	1231421213423434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.007	922	1112134234232344	1231411222334434	1	fallback_evaluated_by_x_component_coloring	no		1	5	3.357	neither
265	542	721	656	1112123342243434	1231421213423344	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.032	917	1112134232432344	1231411223234434	1	fallback_evaluated_by_x_component_coloring	no		2	3	0.497	neither
266	544	678	658	1112123342324344	1231421213342434	1	fallback_evaluated_by_x_component_coloring	yes	WARNING: 3-strand relation used	2	7	0.063	854	1112132423342344	1231412132324434	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.167	first_orientation_only
267	549	694	663	1112123342423344	1231421213243434	-1	fallback_evaluated_by_x_component_coloring	no		1	3	0.030	880	1112132434232344	1231412122334434	1	fallback_evaluated_by_x_component_coloring	no		2	3	0.886	neither
268	550	689	664	1112123342423434	1231421213243344	-1	fallback_evaluated_by_x_component_coloring	no		1	4	0.161	875	1112132432432344	1231412123234434	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.054	neither
269	551	555	665	1112123342432344	1231421213234434	-1	fallback_evaluated_by_x_component_coloring	no		1	2	0.006	671	1112123344232434	1231421212334344	1	fallback_evaluated_by_x_component_coloring	no		1	3	0.033	neither
270	591	1480	733	1112132232433444	1231412324134234	1	fallback_evaluated_by_x_component_coloring	no		2	2	0.146	4744	1121232341243434	1213213214423344	-1	fallback_evaluated_by_x_component_coloring	no		1	7	6.221	neither
