index	word
152	1111223243432344
153	1111223243432434
154	1111223243434234
155	1111223322334444
156	1111223322343444
157	1111223322344344
158	1111223322344434
159	1111223322433444
160	1111223322434344
161	1111223322434434
162	1111223322443344
163	1111223322443434
164	1111223323234444
165	1111223323243444
166	1111223323244344
167	1111223323244434
168	1111223323423444
169	1111223323424344
170	1111223323424434
171	1111223323442344
172	1111223323442434
173	1111223323444234
174	1111223324233444
175	1111223324234344
176	1111223324234434
177	1111223324243344
178	1111223324243434
179	1111223324323444
180	1111223324324344
181	1111223324324434
182	1111223324342344
183	1111223324342434
184	1111223324344234
185	1111223324423344
186	1111223324423434
187	1111223324432344
188	1111223324432434
189	1111223324434234
190	1111223342233444
191	1111223342234344
192	1111223342234434
193	1111223342243344
194	1111223342243434
195	1111223342323444
196	1111223342324344
197	1111223342324434
198	1111223342342344
199	1111223342342434
200	1111223342344234
201	1111223342423344
202	1111223342423434
203	1111223342432344
204	1111223342432434
205	1111223342434234
206	1111223344223344
207	1111223344223434
208	1111223344232344
209	1111223344232434
210	1111223344234234
211	1111223422333444
212	1111223422334344
213	1111223422334434
214	1111223422343344
215	1111223422343434
216	1111223423233444
217	1111223423234344
218	1111223423234434
219	1111223423243344
220	1111223423243434
221	1111223423323444
222	1111223423324344
223	1111223423324434
224	1111223423342344
225	1111223423342434
226	1111223423344234
227	1111223423423344
228	1111223423423434
229	1111223423432344
230	1111223423432434
231	1111223423434234
232	1111223432233444
233	1111223432234344
234	1111223432234434
235	1111223432243344
236	1111223432243434
237	1111223432323444
238	1111223432324344
239	1111223432324434
240	1111223432342344
241	1111223432342434
242	1111223432344234
243	1111223432423344
244	1111223432423434
245	1111223432432344
246	1111223432432434
247	1111223432434234
248	1111223434223344
249	1111223434223434
250	1111223434232344
251	1111223434232434
252	1111223434234234
253	1111232223334444
254	1111232223343444
255	1111232223344344
256	1111232223344434
257	1111232223433444
258	1111232223434344
259	1111232223434434
260	1111232223443344
261	1111232223443434
262	1111232224333444
263	1111232224334344
264	1111232224334434
265	1111232224343344
266	1111232224343434
267	1111232232334444
268	1111232232343444
269	1111232232344344
270	1111232232344434
271	1111232232433444
272	1111232232434344
273	1111232232434434
274	1111232232443344
275	1111232232443434
276	1111232233234444
277	1111232233243444
278	1111232233244344
279	1111232233244434
280	1111232233423444
281	1111232233424344
282	1111232233424434
283	1111232233442344
284	1111232233442434
285	1111232233444234
286	1111232234233444
287	1111232234234344
288	1111232234234434
289	1111232234243344
290	1111232234243434
291	1111232234323444
292	1111232234324344
293	1111232234324434
294	1111232234342344
295	1111232234342434
296	1111232234344234
297	1111232234423344
298	1111232234423434
299	1111232234432344
300	1111232234432434
301	1111232234434234
302	1111232242333444
303	1111232242334344
304	1111232242334434
305	1111232242343344
306	1111232242343434
307	1111232243233444
308	1111232243234344
309	1111232243234434
310	1111232243243344
311	1111232243243434
312	1111232243323444
313	1111232243324344
314	1111232243324434
315	1111232243342344
316	1111232243342434
317	1111232243344234
318	1111232243423344
319	1111232243423434
320	1111232243432344
321	1111232243432434
322	1111232243434234
323	1111232322334444
324	1111232322343444
325	1111232322344344
326	1111232322344434
327	1111232322433444
328	1111232322434344
329	1111232322434434
330	1111232322443344
331	1111232322443434
332	1111232323234444
333	1111232323243444
334	1111232323244344
335	1111232323244434
336	1111232323423444
337	1111232323424344
338	1111232323424434
339	1111232323442344
340	1111232323442434
341	1111232323444234
342	1111232324233444
343	1111232324234344
344	1111232324234434
345	1111232324243344
346	1111232324243434
347	1111232324323444
348	1111232324324344
349	1111232324324434
350	1111232324342344
351	1111232324342434
352	1111232324344234
353	1111232324423344
354	1111232324423434
355	1111232324432344
356	1111232324432434
357	1111232324434234
358	1111232342233444
359	1111232342234344
360	1111232342234434
361	1111232342243344
362	1111232342243434
363	1111232342323444
364	1111232342324344
365	1111232342324434
366	1111232342342344
367	1111232342342434
368	1111232342344234
369	1111232342423344
370	1111232342423434
371	1111232342432344
372	1111232342432434
373	1111232342434234
374	1111232344223344
375	1111232344223434
376	1111232344232344
377	1111232344232434
378	1111232344234234
379	1111232422333444
380	1111232422334344
381	1111232422334434
382	1111232422343344
383	1111232422343434
384	1111232423233444
385	1111232423234344
386	1111232423234434
387	1111232423243344
388	1111232423243434
389	1111232423323444
390	1111232423324344
391	1111232423324434
392	1111232423342344
393	1111232423342434
394	1111232423344234
395	1111232423423344
396	1111232423423434
397	1111232423432344
398	1111232423432434
399	1111232423434234
400	1111232432233444
401	1111232432234344
402	1111232432234434
403	1111232432243344
404	1111232432243434
405	1111232432323444
406	1111232432324344
407	1111232432324434
408	1111232432342344
409	1111232432342434
410	1111232432344234
411	1111232432423344
412	1111232432423434
413	1111232432432344
414	1111232432432434
415	1111232432434234
416	1111232434223344
417	1111232434223434
418	1111232434232344
419	1111232434232434
420	1111232434234234
421	1111234222333444
422	1111234222334344
423	1111234222334434
424	1111234222343344
425	1111234222343434
426	1111234223233444
427	1111234223234344
428	1111234223234434
429	1111234223243344
430	1111234223243434
431	1111234223323444
432	1111234223324344
433	1111234223324434
434	1111234223342344
435	1111234223342434
436	1111234223344234
437	1111234223423344
438	1111234223423434
439	1111234223432344
440	1111234223432434
441	1111234223434234
442	1111234232233444
443	1111234232234344
444	1111234232234434
445	1111234232243344
446	1111234232243434
447	1111234232323444
448	1111234232324344
449	1111234232324434
450	1111234232342344
451	1111234232342434
452	1111234232344234
453	1111234232423344
454	1111234232423434
455	1111234232432344
456	1111234232432434
457	1111234232434234
458	1111234234223344
459	1111234234223434
460	1111234234232344
461	1111234234232434
462	1111234234234234
463	1112122233334444
464	1112122233343444
465	1112122233344344
466	1112122233344434
467	1112122233433444
468	1112122233434344
469	1112122233434434
470	1112122233443344
471	1112122233443434
472	1112122234333444
473	1112122234334344
474	1112122234334434
475	1112122234343344
476	1112122234343434
477	1112122323334444
478	1112122323343444
479	1112122323344344
480	1112122323344434
481	1112122323433444
482	1112122323434344
483	1112122323434434
484	1112122323443344
485	1112122323443434
486	1112122324333444
487	1112122324334344
488	1112122324334434
489	1112122324343344
490	1112122324343434
491	1112122332334444
492	1112122332343444
493	1112122332344344
494	1112122332344434
495	1112122332433444
496	1112122332434344
497	1112122332434434
498	1112122332443344
499	1112122332443434
500	1112122333234444
501	1112122333243444
502	1112122333244344
503	1112122333244434
504	1112122333423444
505	1112122333424344
506	1112122333424434
507	1112122333442344
508	1112122333442434
509	1112122333444234
510	1112122334233444
511	1112122334234344
512	1112122334234434
513	1112122334243344
514	1112122334243434
515	1112122334323444
516	1112122334324344
517	1112122334324434
518	1112122334342344
519	1112122334342434
520	1112122334344234
521	1112122334423344
522	1112122334423434
523	1112122334432344
524	1112122334432434
525	1112122334434234
526	1112122342333444
527	1112122342334344
528	1112122342334434
529	1112122342343344
530	1112122342343434
531	1112122343233444
532	1112122343234344
533	1112122343234434
534	1112122343243344
535	1112122343243434
536	1112122343323444
537	1112122343324344
538	1112122343324434
539	1112122343342344
540	1112122343342434
541	1112122343344234
542	1112122343423344
543	1112122343423434
544	1112122343432344
545	1112122343432434
546	1112122343434234
547	1112123223334444
548	1112123223343444
549	1112123223344344
550	1112123223344434
551	1112123223433444
552	1112123223434344
553	1112123223434434
554	1112123223443344
555	1112123223443434
556	1112123224333444
557	1112123224334344
558	1112123224334434
559	1112123224343344
560	1112123224343434
561	1112123232334444
562	1112123232343444
563	1112123232344344
564	1112123232344434
565	1112123232433444
566	1112123232434344
567	1112123232434434
568	1112123232443344
569	1112123232443434
570	1112123233234444
571	1112123233243444
572	1112123233244344
573	1112123233244434
574	1112123233423444
575	1112123233424344
576	1112123233424434
577	1112123233442344
578	1112123233442434
579	1112123233444234
580	1112123234233444
581	1112123234234344
582	1112123234234434
583	1112123234243344
584	1112123234243434
585	1112123234323444
586	1112123234324344
587	1112123234324434
588	1112123234342344
589	1112123234342434
590	1112123234344234
591	1112123234423344
592	1112123234423434
593	1112123234432344
594	1112123234432434
595	1112123234434234
596	1112123242333444
597	1112123242334344
598	1112123242334434
599	1112123242343344
600	1112123242343434
601	1112123243233444
602	1112123243234344
603	1112123243234434
604	1112123243243344
605	1112123243243434
606	1112123243323444
607	1112123243324344
608	1112123243324434
609	1112123243342344
610	1112123243342434
611	1112123243344234
612	1112123243423344
613	1112123243423434
614	1112123243432344
615	1112123243432434
616	1112123243434234
617	1112123322334444
618	1112123322343444
619	1112123322344344
620	1112123322344434
621	1112123322433444
622	1112123322434344
623	1112123322434434
624	1112123322443344
625	1112123322443434
626	1112123323234444
627	1112123323243444
628	1112123323244344
629	1112123323244434
630	1112123323423444
631	1112123323424344
632	1112123323424434
633	1112123323442344
634	1112123323442434
635	1112123323444234
636	1112123324233444
637	1112123324234344
638	1112123324234434
639	1112123324243344
640	1112123324243434
641	1112123324323444
642	1112123324324344
643	1112123324324434
644	1112123324342344
645	1112123324342434
646	1112123324344234
647	1112123324423344
648	1112123324423434
649	1112123324432344
650	1112123324432434
651	1112123324434234
652	1112123342233444
653	1112123342234344
654	1112123342234434
655	1112123342243344
656	1112123342243434
657	1112123342323444
658	1112123342324344
659	1112123342324434
660	1112123342342344
661	1112123342342434
662	1112123342344234
663	1112123342423344
664	1112123342423434
665	1112123342432344
666	1112123342432434
667	1112123342434234
668	1112123344223344
669	1112123344223434
670	1112123344232344
671	1112123344232434
672	1112123344234234
673	1112123422333444
674	1112123422334344
675	1112123422334434
676	1112123422343344
677	1112123422343434
678	1112123423233444
679	1112123423234344
680	1112123423234434
681	1112123423243344
682	1112123423243434
683	1112123423323444
684	1112123423324344
685	1112123423324434
686	1112123423342344
687	1112123423342434
688	1112123423344234
689	1112123423423344
690	1112123423423434
691	1112123423432344
692	1112123423432434
693	1112123423434234
694	1112123432233444
695	1112123432234344
696	1112123432234434
697	1112123432243344
698	1112123432243434
699	1112123432323444
700	1112123432324344
701	1112123432324434
702	1112123432342344
703	1112123432342434
704	1112123432344234
705	1112123432423344
706	1112123432423434
707	1112123432432344
708	1112123432432434
709	1112123432434234
710	1112123434223344
711	1112123434223434
712	1112123434232344
713	1112123434232434
714	1112123434234234
715	1112132223334444
716	1112132223343444
717	1112132223344344
718	1112132223344434
719	1112132223433444
720	1112132223434344
721	1112132223434434
722	1112132223443344
723	1112132223443434
724	1112132224333444
725	1112132224334344
726	1112132224334434
727	1112132224343344
728	1112132224343434
729	1112132232334444
730	1112132232343444
731	1112132232344344
732	1112132232344434
733	1112132232433444
734	1112132232434344
735	1112132232434434
736	1112132232443344
737	1112132232443434
738	1112132233234444
739	1112132233243444
740	1112132233244344
741	1112132233244434
742	1112132233423444
743	1112132233424344
744	1112132233424434
745	1112132233442344
746	1112132233442434
747	1112132233444234
748	1112132234233444
749	1112132234234344
750	1112132234234434
751	1112132234243344
752	1112132234243434
753	1112132234323444
754	1112132234324344
755	1112132234324434
756	1112132234342344
757	1112132234342434
758	1112132234344234
759	1112132234423344
760	1112132234423434
761	1112132234432344
762	1112132234432434
763	1112132234434234
764	1112132242333444
765	1112132242334344
766	1112132242334434
767	1112132242343344
768	1112132242343434
769	1112132243233444
770	1112132243234344
771	1112132243234434
772	1112132243243344
773	1112132243243434
774	1112132243323444
775	1112132243324344
776	1112132243324434
777	1112132243342344
778	1112132243342434
779	1112132243344234
780	1112132243423344
781	1112132243423434
782	1112132243432344
783	1112132243432434
784	1112132243434234
785	1112132322334444
786	1112132322343444
787	1112132322344344
788	1112132322344434
789	1112132322433444
790	1112132322434344
791	1112132322434434
792	1112132322443344
793	1112132322443434
794	1112132323234444
795	1112132323243444
796	1112132323244344
797	1112132323244434
798	1112132323423444
799	1112132323424344
800	1112132323424434
801	1112132323442344
802	1112132323442434
803	1112132323444234
804	1112132324233444
805	1112132324234344
806	1112132324234434
807	1112132324243344
808	1112132324243434
809	1112132324323444
810	1112132324324344
811	1112132324324434
812	1112132324342344
813	1112132324342434
814	1112132324344234
815	1112132324423344
816	1112132324423434
817	1112132324432344
818	1112132324432434
819	1112132324434234
820	1112132342233444
821	1112132342234344
822	1112132342234434
823	1112132342243344
824	1112132342243434
825	1112132342323444
826	1112132342324344
827	1112132342324434
828	1112132342342344
829	1112132342342434
830	1112132342344234
831	1112132342423344
832	1112132342423434
833	1112132342432344
834	1112132342432434
835	1112132342434234
836	1112132344223344
837	1112132344223434
838	1112132344232344
839	1112132344232434
840	1112132344234234
841	1112132422333444
842	1112132422334344
843	1112132422334434
844	1112132422343344
845	1112132422343434
846	1112132423233444
847	1112132423234344
848	1112132423234434
849	1112132423243344
850	1112132423243434
851	1112132423323444
852	1112132423324344
853	1112132423324434
854	1112132423342344
855	1112132423342434
856	1112132423344234
857	1112132423423344
858	1112132423423434
859	1112132423432344
860	1112132423432434
861	1112132423434234
862	1112132432233444
863	1112132432234344
864	1112132432234434
865	1112132432243344
866	1112132432243434
867	1112132432323444
868	1112132432324344
869	1112132432324434
870	1112132432342344
871	1112132432342434
872	1112132432344234
873	1112132432423344
874	1112132432423434
875	1112132432432344
876	1112132432432434
877	1112132432434234
878	1112132434223344
879	1112132434223434
880	1112132434232344
881	1112132434232434
882	1112132434234234
883	1112134222333444
884	1112134222334344
885	1112134222334434
886	1112134222343344
887	1112134222343434
888	1112134223233444
889	1112134223234344
890	1112134223234434
891	1112134223243344
892	1112134223243434
893	1112134223323444
894	1112134223324344
895	1112134223324434
896	1112134223342344
897	1112134223342434
898	1112134223344234
899	1112134223423344
900	1112134223423434
901	1112134223432344
902	1112134223432434
903	1112134223434234
904	1112134232233444
905	1112134232234344
906	1112134232234434
907	1112134232243344
908	1112134232243434
909	1112134232323444
910	1112134232324344
911	1112134232324434
912	1112134232342344
913	1112134232342434
914	1112134232344234
915	1112134232423344
916	1112134232423434
917	1112134232432344
918	1112134232432434
919	1112134232434234
920	1112134234223344
921	1112134234223434
922	1112134234232344
923	1112134234232434
924	1112134234234234
925	1112212233334444
926	1112212233343444
927	1112212233344344
928	1112212233344434
929	1112212233433444
930	1112212233434344
931	1112212233434434
932	1112212233443344
933	1112212233443434
934	1112212234333444
935	1112212234334344
936	1112212234334434
937	1112212234343344
938	1112212234343434
939	1112212323334444
940	1112212323343444
941	1112212323344344
942	1112212323344434
943	1112212323433444
944	1112212323434344
945	1112212323434434
946	1112212323443344
947	1112212323443434
948	1112212324333444
949	1112212324334344
950	1112212324334434
951	1112212324343344
952	1112212324343434
953	1112212332334444
954	1112212332343444
955	1112212332344344
956	1112212332344434
957	1112212332433444
958	1112212332434344
959	1112212332434434
960	1112212332443344
961	1112212332443434
962	1112212333234444
963	1112212333243444
964	1112212333244344
965	1112212333244434
966	1112212333423444
967	1112212333424344
968	1112212333424434
969	1112212333442344
970	1112212333442434
971	1112212333444234
972	1112212334233444
973	1112212334234344
974	1112212334234434
975	1112212334243344
976	1112212334243434
977	1112212334323444
978	1112212334324344
979	1112212334324434
980	1112212334342344
981	1112212334342434
982	1112212334344234
983	1112212334423344
984	1112212334423434
985	1112212334432344
986	1112212334432434
987	1112212334434234
988	1112212342333444
989	1112212342334344
990	1112212342334434
991	1112212342343344
992	1112212342343434
993	1112212343233444
994	1112212343234344
995	1112212343234434
996	1112212343243344
997	1112212343243434
998	1112212343323444
999	1112212343324344
1000	1112212343324434
1001	1112212343342344
1002	1112212343342434
1003	1112212343344234
1004	1112212343423344
1005	1112212343423434
1006	1112212343432344
1007	1112212343432434
1008	1112212343434234
1009	1112213223334444
1010	1112213223343444
1011	1112213223344344
1012	1112213223344434
1013	1112213223433444
1014	1112213223434344
1015	1112213223434434
1016	1112213223443344
1017	1112213223443434
1018	1112213224333444
1019	1112213224334344
1020	1112213224334434
1021	1112213224343344
1022	1112213224343434
1023	1112213232334444
1024	1112213232343444
1025	1112213232344344
1026	1112213232344434
1027	1112213232433444
1028	1112213232434344
1029	1112213232434434
1030	1112213232443344
1031	1112213232443434
1032	1112213233234444
1033	1112213233243444
1034	1112213233244344
1035	1112213233244434
1036	1112213233423444
1037	1112213233424344
1038	1112213233424434
1039	1112213233442344
1040	1112213233442434
1041	1112213233444234
1042	1112213234233444
1043	1112213234234344
1044	1112213234234434
1045	1112213234243344
1046	1112213234243434
1047	1112213234323444
1048	1112213234324344
1049	1112213234324434
1050	1112213234342344
1051	1112213234342434
1052	1112213234344234
1053	1112213234423344
1054	1112213234423434
1055	1112213234432344
1056	1112213234432434
1057	1112213234434234
1058	1112213242333444
1059	1112213242334344
1060	1112213242334434
1061	1112213242343344
1062	1112213242343434
1063	1112213243233444
1064	1112213243234344
1065	1112213243234434
1066	1112213243243344
1067	1112213243243434
1068	1112213243323444
1069	1112213243324344
1070	1112213243324434
1071	1112213243342344
1072	1112213243342434
1073	1112213243344234
1074	1112213243423344
1075	1112213243423434
1076	1112213243432344
1077	1112213243432434
1078	1112213243434234
1079	1112213322334444
1080	1112213322343444
1081	1112213322344344
1082	1112213322344434
1083	1112213322433444
1084	1112213322434344
1085	1112213322434434
1086	1112213322443344
1087	1112213322443434
1088	1112213323234444
1089	1112213323243444
1090	1112213323244344
1091	1112213323244434
1092	1112213323423444
1093	1112213323424344
1094	1112213323424434
1095	1112213323442344
1096	1112213323442434
1097	1112213323444234
1098	1112213324233444
1099	1112213324234344
1100	1112213324234434
1101	1112213324243344
1102	1112213324243434
1103	1112213324323444
1104	1112213324324344
1105	1112213324324434
1106	1112213324342344
1107	1112213324342434
1108	1112213324344234
1109	1112213324423344
1110	1112213324423434
1111	1112213324432344
1112	1112213324432434
1113	1112213324434234
1114	1112213342233444
1115	1112213342234344
1116	1112213342234434
1117	1112213342243344
1118	1112213342243434
1119	1112213342323444
1120	1112213342324344
1121	1112213342324434
1122	1112213342342344
1123	1112213342342434
1124	1112213342344234
1125	1112213342423344
1126	1112213342423434
1127	1112213342432344
1128	1112213342432434
1129	1112213342434234
1130	1112213344223344
1131	1112213344223434
1132	1112213344232344
1133	1112213344232434
1134	1112213344234234
1135	1112213422333444
1136	1112213422334344
1137	1112213422334434
1138	1112213422343344
1139	1112213422343434
1140	1112213423233444
1141	1112213423234344
1142	1112213423234434
1143	1112213423243344
1144	1112213423243434
1145	1112213423323444
1146	1112213423324344
1147	1112213423324434
1148	1112213423342344
1149	1112213423342434
1150	1112213423344234
1151	1112213423423344
1152	1112213423423434
1153	1112213423432344
1154	1112213423432434
1155	1112213423434234
1156	1112213432233444
1157	1112213432234344
1158	1112213432234434
1159	1112213432243344
1160	1112213432243434
1161	1112213432323444
1162	1112213432324344
1163	1112213432324434
1164	1112213432342344
1165	1112213432342434
1166	1112213432344234
1167	1112213432423344
1168	1112213432423434
1169	1112213432432344
1170	1112213432432434
1171	1112213432434234
1172	1112213434223344
1173	1112213434223434
1174	1112213434232344
1175	1112213434232434
1176	1112213434234234
1177	1112221233334444
1178	1112221233343444
1179	1112221233344344
1180	1112221233344434
1181	1112221233433444
1182	1112221233434344
1183	1112221233434434
1184	1112221233443344
1185	1112221233443434
1186	1112221234333444
1187	1112221234334344
1188	1112221234334434
1189	1112221234343344
1190	1112221234343434
1191	1112221323334444
1192	1112221323343444
1193	1112221323344344
1194	1112221323344434
1195	1112221323433444
1196	1112221323434344
1197	1112221323434434
1198	1112221323443344
1199	1112221323443434
1200	1112221324333444
1201	1112221324334344
1202	1112221324334434
1203	1112221324343344
1204	1112221324343434
1205	1112221332334444
1206	1112221332343444
1207	1112221332344344
1208	1112221332344434
1209	1112221332433444
1210	1112221332434344
1211	1112221332434434
1212	1112221332443344
1213	1112221332443434
1214	1112221333234444
1215	1112221333243444
1216	1112221333244344
1217	1112221333244434
1218	1112221333423444
1219	1112221333424344
1220	1112221333424434
1221	1112221333442344
1222	1112221333442434
1223	1112221333444234
1224	1112221334233444
1225	1112221334234344
1226	1112221334234434
1227	1112221334243344
1228	1112221334243434
1229	1112221334323444
1230	1112221334324344
1231	1112221334324434
1232	1112221334342344
1233	1112221334342434
1234	1112221334344234
1235	1112221334423344
1236	1112221334423434
1237	1112221334432344
1238	1112221334432434
1239	1112221334434234
1240	1112221342333444
1241	1112221342334344
1242	1112221342334434
1243	1112221342343344
1244	1112221342343434
1245	1112221343233444
1246	1112221343234344
1247	1112221343234434
1248	1112221343243344
1249	1112221343243434
1250	1112221343323444
1251	1112221343324344
1252	1112221343324434
1253	1112221343342344
1254	1112221343342434
1255	1112221343344234
1256	1112221343423344
1257	1112221343423434
1258	1112221343432344
1259	1112221343432434
1260	1112221343434234
1261	1112223123334444
1262	1112223123343444
1263	1112223123344344
1264	1112223123344434
1265	1112223123433444
1266	1112223123434344
1267	1112223123434434
1268	1112223123443344
1269	1112223123443434
1270	1112223124333444
1271	1112223124334344
1272	1112223124334434
1273	1112223124343344
1274	1112223124343434
1275	1112223132334444
1276	1112223132343444
1277	1112223132344344
1278	1112223132344434
1279	1112223132433444
1280	1112223132434344
1281	1112223132434434
1282	1112223132443344
1283	1112223132443434
1284	1112223133234444
1285	1112223133243444
1286	1112223133244344
1287	1112223133244434
1288	1112223133423444
1289	1112223133424344
1290	1112223133424434
1291	1112223133442344
1292	1112223133442434
1293	1112223133444234
1294	1112223134233444
1295	1112223134234344
1296	1112223134234434
1297	1112223134243344
1298	1112223134243434
1299	1112223134323444
1300	1112223134324344
1301	1112223134324434
1302	1112223134342344
1303	1112223134342434
1304	1112223134344234
1305	1112223134423344
1306	1112223134423434
1307	1112223134432344
1308	1112223134432434
1309	1112223134434234
1310	1112223142333444
1311	1112223142334344
1312	1112223142334434
1313	1112223142343344
1314	1112223142343434
1315	1112223143233444
1316	1112223143234344
1317	1112223143234434
1318	1112223143243344
1319	1112223143243434
1320	1112223143323444
1321	1112223143324344
1322	1112223143324434
1323	1112223143342344
1324	1112223143342434
1325	1112223143344234
1326	1112223143423344
1327	1112223143423434
1328	1112223143432344
1329	1112223143432434
1330	1112223143434234
1331	1112223312334444
1332	1112223312343444
1333	1112223312344344
1334	1112223312344434
1335	1112223312433444
1336	1112223312434344
1337	1112223312434434
1338	1112223312443344
1339	1112223312443434
1340	1112223313234444
1341	1112223313243444
1342	1112223313244344
1343	1112223313244434
1344	1112223313423444
1345	1112223313424344
1346	1112223313424434
1347	1112223313442344
1348	1112223313442434
1349	1112223313444234
1350	1112223314233444
1351	1112223314234344
1352	1112223314234434
1353	1112223314243344
1354	1112223314243434
1355	1112223314323444
1356	1112223314324344
1357	1112223314324434
1358	1112223314342344
1359	1112223314342434
1360	1112223314344234
1361	1112223314423344
1362	1112223314423434
1363	1112223314432344
1364	1112223314432434
1365	1112223314434234
1366	1112223331234444
1367	1112223331243444
1368	1112223331244344
1369	1112223331244434
1370	1112223331423444
1371	1112223331424344
1372	1112223331424434
1373	1112223331442344
1374	1112223331442434
1375	1112223331444234
1376	1112223334123444
1377	1112223334124344
1378	1112223334124434
1379	1112223334142344
1380	1112223334142434
1381	1112223334144234
1382	1112223334412344
1383	1112223334412434
1384	1112223334414234
1385	1112223334441234
1386	1112223341233444
1387	1112223341234344
1388	1112223341234434
1389	1112223341243344
1390	1112223341243434
1391	1112223341323444
1392	1112223341324344
1393	1112223341324434
1394	1112223341342344
1395	1112223341342434
1396	1112223341344234
1397	1112223341423344
1398	1112223341423434
1399	1112223341432344
1400	1112223341432434
1401	1112223341434234
1402	1112223343123444
1403	1112223343124344
1404	1112223343124434
1405	1112223343142344
1406	1112223343142434
1407	1112223343144234
1408	1112223343412344
1409	1112223343412434
1410	1112223343414234
1411	1112223343441234
1412	1112223344123344
1413	1112223344123434
1414	1112223344132344
1415	1112223344132434
1416	1112223344134234
1417	1112223344312344
1418	1112223344312434
1419	1112223344314234
1420	1112223344341234
1421	1112223412333444
1422	1112223412334344
1423	1112223412334434
1424	1112223412343344
1425	1112223412343434
1426	1112223413233444
1427	1112223413234344
1428	1112223413234434
1429	1112223413243344
1430	1112223413243434
1431	1112223413323444
1432	1112223413324344
1433	1112223413324434
1434	1112223413342344
1435	1112223413342434
1436	1112223413344234
1437	1112223413423344
1438	1112223413423434
1439	1112223413432344
1440	1112223413432434
1441	1112223413434234
1442	1112223431233444
1443	1112223431234344
1444	1112223431234434
1445	1112223431243344
1446	1112223431243434
1447	1112223431323444
1448	1112223431324344
1449	1112223431324434
1450	1112223431342344
1451	1112223431342434
1452	1112223431344234
1453	1112223431423344
1454	1112223431423434
1455	1112223431432344
1456	1112223431432434
1457	1112223431434234
1458	1112223433123444
1459	1112223433124344
1460	1112223433124434
1461	1112223433142344
1462	1112223433142434
1463	1112223433144234
1464	1112223433412344
1465	1112223433412434
1466	1112223433414234
1467	1112223433441234
1468	1112223434123344
1469	1112223434123434
1470	1112223434132344
1471	1112223434132434
1472	1112223434134234
1473	1112223434312344
1474	1112223434312434
1475	1112223434314234
1476	1112223434341234
1477	1112231223334444
1478	1112231223343444
1479	1112231223344344
1480	1112231223344434
1481	1112231223433444
1482	1112231223434344
1483	1112231223434434
1484	1112231223443344
1485	1112231223443434
1486	1112231224333444
1487	1112231224334344
1488	1112231224334434
1489	1112231224343344
1490	1112231224343434
1491	1112231232334444
1492	1112231232343444
1493	1112231232344344
1494	1112231232344434
1495	1112231232433444
1496	1112231232434344
1497	1112231232434434
1498	1112231232443344
1499	1112231232443434
