index	original_representative	transpose_word	original_tableau	transpose_tableau
1292	1112323243412344	1231122313244434	[[1,2,3,12],[4,6,8,13],[5,7,10,14],[9,11,15,16]]	[[1,4,5,9],[2,6,7,11],[3,8,10,15],[12,13,14,16]]
1293	1112323244123434	1231122312443344	[[1,2,3,11],[4,6,8,12],[5,7,13,15],[9,10,14,16]]	[[1,4,5,9],[2,6,7,10],[3,8,13,14],[11,12,15,16]]
1294	1112323412234344	1231122143432434	[[1,2,3,9],[4,6,10,11],[5,7,12,14],[8,13,15,16]]	[[1,4,5,8],[2,6,7,13],[3,10,12,15],[9,11,14,16]]
1295	1112323412243434	1231122143423344	[[1,2,3,9],[4,6,10,11],[5,7,13,15],[8,12,14,16]]	[[1,4,5,8],[2,6,7,12],[3,10,13,14],[9,11,15,16]]
1296	1112323412324344	1231122143342434	[[1,2,3,9],[4,6,10,12],[5,7,11,14],[8,13,15,16]]	[[1,4,5,8],[2,6,7,13],[3,10,11,15],[9,12,14,16]]
1297	1112323412342344	1231122143324434	[[1,2,3,9],[4,6,10,13],[5,7,11,14],[8,12,15,16]]	[[1,4,5,8],[2,6,7,12],[3,10,11,15],[9,13,14,16]]
1298	1112323412342434	1231122143324344	[[1,2,3,9],[4,6,10,13],[5,7,11,15],[8,12,14,16]]	[[1,4,5,8],[2,6,7,12],[3,10,11,14],[9,13,15,16]]
1299	1112323412344234	1231122143323444	[[1,2,3,9],[4,6,10,14],[5,7,11,15],[8,12,13,16]]	[[1,4,5,8],[2,6,7,12],[3,10,11,13],[9,14,15,16]]
1300	1112323412423344	1231122143243434	[[1,2,3,9],[4,6,10,12],[5,7,13,14],[8,11,15,16]]	[[1,4,5,8],[2,6,7,11],[3,10,13,15],[9,12,14,16]]
1301	1112323412423434	1231122143243344	[[1,2,3,9],[4,6,10,12],[5,7,13,15],[8,11,14,16]]	[[1,4,5,8],[2,6,7,11],[3,10,13,14],[9,12,15,16]]
1302	1112323412432344	1231122143234434	[[1,2,3,9],[4,6,10,13],[5,7,12,14],[8,11,15,16]]	[[1,4,5,8],[2,6,7,11],[3,10,12,15],[9,13,14,16]]
1303	1112323412434234	1231122143233444	[[1,2,3,9],[4,6,10,14],[5,7,12,15],[8,11,13,16]]	[[1,4,5,8],[2,6,7,11],[3,10,12,13],[9,14,15,16]]
1304	1112323414223434	1231122142343344	[[1,2,3,9],[4,6,11,12],[5,7,13,15],[8,10,14,16]]	[[1,4,5,8],[2,6,7,10],[3,11,13,14],[9,12,15,16]]
1305	1112323414232344	1231122142334434	[[1,2,3,9],[4,6,11,13],[5,7,12,14],[8,10,15,16]]	[[1,4,5,8],[2,6,7,10],[3,11,12,15],[9,13,14,16]]
1306	1112323414232434	1231122142334344	[[1,2,3,9],[4,6,11,13],[5,7,12,15],[8,10,14,16]]	[[1,4,5,8],[2,6,7,10],[3,11,12,14],[9,13,15,16]]
1307	1112323414234234	1231122142333444	[[1,2,3,9],[4,6,11,14],[5,7,12,15],[8,10,13,16]]	[[1,4,5,8],[2,6,7,10],[3,11,12,13],[9,14,15,16]]
1308	1112323421234344	1231122134432434	[[1,2,3,10],[4,6,9,11],[5,7,12,14],[8,13,15,16]]	[[1,4,5,8],[2,6,7,13],[3,9,12,15],[10,11,14,16]]
1309	1112323421243434	1231122134423344	[[1,2,3,10],[4,6,9,11],[5,7,13,15],[8,12,14,16]]	[[1,4,5,8],[2,6,7,12],[3,9,13,14],[10,11,15,16]]
1310	1112323423124344	1231122133442434	[[1,2,3,11],[4,6,9,12],[5,7,10,14],[8,13,15,16]]	[[1,4,5,8],[2,6,7,13],[3,9,10,15],[11,12,14,16]]
1311	1112323423142344	1231122133424434	[[1,2,3,11],[4,6,9,13],[5,7,10,14],[8,12,15,16]]	[[1,4,5,8],[2,6,7,12],[3,9,10,15],[11,13,14,16]]
1312	1112323423412344	1231122133244434	[[1,2,3,12],[4,6,9,13],[5,7,10,14],[8,11,15,16]]	[[1,4,5,8],[2,6,7,11],[3,9,10,15],[12,13,14,16]]
1313	1112323424123344	1231122132443434	[[1,2,3,11],[4,6,9,12],[5,7,13,14],[8,10,15,16]]	[[1,4,5,8],[2,6,7,10],[3,9,13,15],[11,12,14,16]]
1314	1112323424123434	1231122132443344	[[1,2,3,11],[4,6,9,12],[5,7,13,15],[8,10,14,16]]	[[1,4,5,8],[2,6,7,10],[3,9,13,14],[11,12,15,16]]
1315	1112323424132344	1231122132434434	[[1,2,3,11],[4,6,9,13],[5,7,12,14],[8,10,15,16]]	[[1,4,5,8],[2,6,7,10],[3,9,12,15],[11,13,14,16]]
1316	1112323424312344	1231122132344434	[[1,2,3,12],[4,6,9,13],[5,7,11,14],[8,10,15,16]]	[[1,4,5,8],[2,6,7,10],[3,9,11,15],[12,13,14,16]]
1317	1112323441234234	1231122124333444	[[1,2,3,10],[4,6,11,14],[5,7,12,15],[8,9,13,16]]	[[1,4,5,8],[2,6,7,9],[3,11,12,13],[10,14,15,16]]
1318	1112324122334344	1231121434232434	[[1,2,3,8],[4,6,9,10],[5,11,12,14],[7,13,15,16]]	[[1,4,5,7],[2,6,11,13],[3,9,12,15],[8,10,14,16]]
1319	1112324122343434	1231121434223344	[[1,2,3,8],[4,6,9,10],[5,11,13,15],[7,12,14,16]]	[[1,4,5,7],[2,6,11,12],[3,9,13,14],[8,10,15,16]]
1320	1112324123234344	1231121432432434	[[1,2,3,8],[4,6,9,11],[5,10,12,14],[7,13,15,16]]	[[1,4,5,7],[2,6,10,13],[3,9,12,15],[8,11,14,16]]
1321	1112324123243434	1231121432423344	[[1,2,3,8],[4,6,9,11],[5,10,13,15],[7,12,14,16]]	[[1,4,5,7],[2,6,10,12],[3,9,13,14],[8,11,15,16]]
1322	1112324123342344	1231121432324434	[[1,2,3,8],[4,6,9,13],[5,10,11,14],[7,12,15,16]]	[[1,4,5,7],[2,6,10,12],[3,9,11,15],[8,13,14,16]]
1323	1112324123342434	1231121432324344	[[1,2,3,8],[4,6,9,13],[5,10,11,15],[7,12,14,16]]	[[1,4,5,7],[2,6,10,12],[3,9,11,14],[8,13,15,16]]
1324	1112324123344234	1231121432323444	[[1,2,3,8],[4,6,9,14],[5,10,11,15],[7,12,13,16]]	[[1,4,5,7],[2,6,10,12],[3,9,11,13],[8,14,15,16]]
1325	1112324123423344	1231121432243434	[[1,2,3,8],[4,6,9,12],[5,10,13,14],[7,11,15,16]]	[[1,4,5,7],[2,6,10,11],[3,9,13,15],[8,12,14,16]]
1326	1112324123423434	1231121432243344	[[1,2,3,8],[4,6,9,12],[5,10,13,15],[7,11,14,16]]	[[1,4,5,7],[2,6,10,11],[3,9,13,14],[8,12,15,16]]
1327	1112324123432344	1231121432234434	[[1,2,3,8],[4,6,9,13],[5,10,12,14],[7,11,15,16]]	[[1,4,5,7],[2,6,10,11],[3,9,12,15],[8,13,14,16]]
1328	1112324123434234	1231121432233444	[[1,2,3,8],[4,6,9,14],[5,10,12,15],[7,11,13,16]]	[[1,4,5,7],[2,6,10,11],[3,9,12,13],[8,14,15,16]]
1329	1112324132324344	1231121423342434	[[1,2,3,8],[4,6,10,12],[5,9,11,14],[7,13,15,16]]	[[1,4,5,7],[2,6,9,13],[3,10,11,15],[8,12,14,16]]
1330	1112324132342344	1231121423324434	[[1,2,3,8],[4,6,10,13],[5,9,11,14],[7,12,15,16]]	[[1,4,5,7],[2,6,9,12],[3,10,11,15],[8,13,14,16]]
1331	1112324132342434	1231121423324344	[[1,2,3,8],[4,6,10,13],[5,9,11,15],[7,12,14,16]]	[[1,4,5,7],[2,6,9,12],[3,10,11,14],[8,13,15,16]]
1332	1112324132344234	1231121423323444	[[1,2,3,8],[4,6,10,14],[5,9,11,15],[7,12,13,16]]	[[1,4,5,7],[2,6,9,12],[3,10,11,13],[8,14,15,16]]
1333	1112324132423344	1231121423243434	[[1,2,3,8],[4,6,10,12],[5,9,13,14],[7,11,15,16]]	[[1,4,5,7],[2,6,9,11],[3,10,13,15],[8,12,14,16]]
1334	1112324132423434	1231121423243344	[[1,2,3,8],[4,6,10,12],[5,9,13,15],[7,11,14,16]]	[[1,4,5,7],[2,6,9,11],[3,10,13,14],[8,12,15,16]]
1335	1112324132432344	1231121423234434	[[1,2,3,8],[4,6,10,13],[5,9,12,14],[7,11,15,16]]	[[1,4,5,7],[2,6,9,11],[3,10,12,15],[8,13,14,16]]
1336	1112324132434234	1231121423233444	[[1,2,3,8],[4,6,10,14],[5,9,12,15],[7,11,13,16]]	[[1,4,5,7],[2,6,9,11],[3,10,12,13],[8,14,15,16]]
1337	1112324134232344	1231121422334434	[[1,2,3,8],[4,6,11,13],[5,9,12,14],[7,10,15,16]]	[[1,4,5,7],[2,6,9,10],[3,11,12,15],[8,13,14,16]]
1338	1112324134232434	1231121422334344	[[1,2,3,8],[4,6,11,13],[5,9,12,15],[7,10,14,16]]	[[1,4,5,7],[2,6,9,10],[3,11,12,14],[8,13,15,16]]
1339	1112324134234234	1231121422333444	[[1,2,3,8],[4,6,11,14],[5,9,12,15],[7,10,13,16]]	[[1,4,5,7],[2,6,9,10],[3,11,12,13],[8,14,15,16]]
1340	1112324212343434	1231121344223344	[[1,2,3,9],[4,6,8,10],[5,11,13,15],[7,12,14,16]]	[[1,4,5,7],[2,6,11,12],[3,8,13,14],[9,10,15,16]]
1341	1112324231234344	1231121324432434	[[1,2,3,10],[4,6,8,11],[5,9,12,14],[7,13,15,16]]	[[1,4,5,7],[2,6,9,13],[3,8,12,15],[10,11,14,16]]
1342	1112324231243434	1231121324423344	[[1,2,3,10],[4,6,8,11],[5,9,13,15],[7,12,14,16]]	[[1,4,5,7],[2,6,9,12],[3,8,13,14],[10,11,15,16]]
1343	1112324231324344	1231121324342434	[[1,2,3,10],[4,6,8,12],[5,9,11,14],[7,13,15,16]]	[[1,4,5,7],[2,6,9,13],[3,8,11,15],[10,12,14,16]]
1344	1112324231342344	1231121324324434	[[1,2,3,10],[4,6,8,13],[5,9,11,14],[7,12,15,16]]	[[1,4,5,7],[2,6,9,12],[3,8,11,15],[10,13,14,16]]
1345	1112324231423344	1231121324243434	[[1,2,3,10],[4,6,8,12],[5,9,13,14],[7,11,15,16]]	[[1,4,5,7],[2,6,9,11],[3,8,13,15],[10,12,14,16]]
1346	1112324231423434	1231121324243344	[[1,2,3,10],[4,6,8,12],[5,9,13,15],[7,11,14,16]]	[[1,4,5,7],[2,6,9,11],[3,8,13,14],[10,12,15,16]]
1347	1112324233124344	1231121323442434	[[1,2,3,11],[4,6,8,12],[5,9,10,14],[7,13,15,16]]	[[1,4,5,7],[2,6,9,13],[3,8,10,15],[11,12,14,16]]
1348	1112324233412344	1231121323244434	[[1,2,3,12],[4,6,8,13],[5,9,10,14],[7,11,15,16]]	[[1,4,5,7],[2,6,9,11],[3,8,10,15],[12,13,14,16]]
1349	1112324234123344	1231121322443434	[[1,2,3,11],[4,6,8,12],[5,9,13,14],[7,10,15,16]]	[[1,4,5,7],[2,6,9,10],[3,8,13,15],[11,12,14,16]]
1350	1112324234123434	1231121322443344	[[1,2,3,11],[4,6,8,12],[5,9,13,15],[7,10,14,16]]	[[1,4,5,7],[2,6,9,10],[3,8,13,14],[11,12,15,16]]
1351	1112324234132344	1231121322434434	[[1,2,3,11],[4,6,8,13],[5,9,12,14],[7,10,15,16]]	[[1,4,5,7],[2,6,9,10],[3,8,12,15],[11,13,14,16]]
1352	1112324234312344	1231121322344434	[[1,2,3,12],[4,6,8,13],[5,9,11,14],[7,10,15,16]]	[[1,4,5,7],[2,6,9,10],[3,8,11,15],[12,13,14,16]]
1353	1112324312342344	1231121243324434	[[1,2,3,9],[4,6,10,13],[5,8,11,14],[7,12,15,16]]	[[1,4,5,7],[2,6,8,12],[3,10,11,15],[9,13,14,16]]
1354	1112324312342434	1231121243324344	[[1,2,3,9],[4,6,10,13],[5,8,11,15],[7,12,14,16]]	[[1,4,5,7],[2,6,8,12],[3,10,11,14],[9,13,15,16]]
1355	1112324312344234	1231121243323444	[[1,2,3,9],[4,6,10,14],[5,8,11,15],[7,12,13,16]]	[[1,4,5,7],[2,6,8,12],[3,10,11,13],[9,14,15,16]]
1356	1112324341223344	1231121224343434	[[1,2,3,10],[4,6,11,12],[5,8,13,14],[7,9,15,16]]	[[1,4,5,7],[2,6,8,9],[3,11,13,15],[10,12,14,16]]
1357	1112324341223434	1231121224343344	[[1,2,3,10],[4,6,11,12],[5,8,13,15],[7,9,14,16]]	[[1,4,5,7],[2,6,8,9],[3,11,13,14],[10,12,15,16]]
1358	1112324341232344	1231121224334434	[[1,2,3,10],[4,6,11,13],[5,8,12,14],[7,9,15,16]]	[[1,4,5,7],[2,6,8,9],[3,11,12,15],[10,13,14,16]]
1359	1112324341232434	1231121224334344	[[1,2,3,10],[4,6,11,13],[5,8,12,15],[7,9,14,16]]	[[1,4,5,7],[2,6,8,9],[3,11,12,14],[10,13,15,16]]
1360	1112324341234234	1231121224333444	[[1,2,3,10],[4,6,11,14],[5,8,12,15],[7,9,13,16]]	[[1,4,5,7],[2,6,8,9],[3,11,12,13],[10,14,15,16]]
1361	1112324342123344	1231121223443434	[[1,2,3,11],[4,6,10,12],[5,8,13,14],[7,9,15,16]]	[[1,4,5,7],[2,6,8,9],[3,10,13,15],[11,12,14,16]]
1362	1112324342123434	1231121223443344	[[1,2,3,11],[4,6,10,12],[5,8,13,15],[7,9,14,16]]	[[1,4,5,7],[2,6,8,9],[3,10,13,14],[11,12,15,16]]
1363	1112324342312344	1231121223344434	[[1,2,3,12],[4,6,10,13],[5,8,11,14],[7,9,15,16]]	[[1,4,5,7],[2,6,8,9],[3,10,11,15],[12,13,14,16]]
1364	1112341223234344	1231114232432434	[[1,2,3,7],[4,8,9,11],[5,10,12,14],[6,13,15,16]]	[[1,4,5,6],[2,8,10,13],[3,9,12,15],[7,11,14,16]]
1365	1112341223243434	1231114232423344	[[1,2,3,7],[4,8,9,11],[5,10,13,15],[6,12,14,16]]	[[1,4,5,6],[2,8,10,12],[3,9,13,14],[7,11,15,16]]
1366	1112341223342344	1231114232324434	[[1,2,3,7],[4,8,9,13],[5,10,11,14],[6,12,15,16]]	[[1,4,5,6],[2,8,10,12],[3,9,11,15],[7,13,14,16]]
1367	1112341223342434	1231114232324344	[[1,2,3,7],[4,8,9,13],[5,10,11,15],[6,12,14,16]]	[[1,4,5,6],[2,8,10,12],[3,9,11,14],[7,13,15,16]]
1368	1112341223344234	1231114232323444	[[1,2,3,7],[4,8,9,14],[5,10,11,15],[6,12,13,16]]	[[1,4,5,6],[2,8,10,12],[3,9,11,13],[7,14,15,16]]
1369	1112341223423344	1231114232243434	[[1,2,3,7],[4,8,9,12],[5,10,13,14],[6,11,15,16]]	[[1,4,5,6],[2,8,10,11],[3,9,13,15],[7,12,14,16]]
1370	1112341223423434	1231114232243344	[[1,2,3,7],[4,8,9,12],[5,10,13,15],[6,11,14,16]]	[[1,4,5,6],[2,8,10,11],[3,9,13,14],[7,12,15,16]]
1371	1112341223434234	1231114232233444	[[1,2,3,7],[4,8,9,14],[5,10,12,15],[6,11,13,16]]	[[1,4,5,6],[2,8,10,11],[3,9,12,13],[7,14,15,16]]
1372	1112341232324344	1231114223342434	[[1,2,3,7],[4,8,10,12],[5,9,11,14],[6,13,15,16]]	[[1,4,5,6],[2,8,9,13],[3,10,11,15],[7,12,14,16]]
1373	1112341232342344	1231114223324434	[[1,2,3,7],[4,8,10,13],[5,9,11,14],[6,12,15,16]]	[[1,4,5,6],[2,8,9,12],[3,10,11,15],[7,13,14,16]]
1374	1112341232342434	1231114223324344	[[1,2,3,7],[4,8,10,13],[5,9,11,15],[6,12,14,16]]	[[1,4,5,6],[2,8,9,12],[3,10,11,14],[7,13,15,16]]
1375	1112341232344234	1231114223323444	[[1,2,3,7],[4,8,10,14],[5,9,11,15],[6,12,13,16]]	[[1,4,5,6],[2,8,9,12],[3,10,11,13],[7,14,15,16]]
1376	1112341232423344	1231114223243434	[[1,2,3,7],[4,8,10,12],[5,9,13,14],[6,11,15,16]]	[[1,4,5,6],[2,8,9,11],[3,10,13,15],[7,12,14,16]]
1377	1112341232423434	1231114223243344	[[1,2,3,7],[4,8,10,12],[5,9,13,15],[6,11,14,16]]	[[1,4,5,6],[2,8,9,11],[3,10,13,14],[7,12,15,16]]
1378	1112341232434234	1231114223233444	[[1,2,3,7],[4,8,10,14],[5,9,12,15],[6,11,13,16]]	[[1,4,5,6],[2,8,9,11],[3,10,12,13],[7,14,15,16]]
1379	1112341234232344	1231114222334434	[[1,2,3,7],[4,8,11,13],[5,9,12,14],[6,10,15,16]]	[[1,4,5,6],[2,8,9,10],[3,11,12,15],[7,13,14,16]]
1380	1112341234232434	1231114222334344	[[1,2,3,7],[4,8,11,13],[5,9,12,15],[6,10,14,16]]	[[1,4,5,6],[2,8,9,10],[3,11,12,14],[7,13,15,16]]
1381	1112341234234234	1231114222333444	[[1,2,3,7],[4,8,11,14],[5,9,12,15],[6,10,13,16]]	[[1,4,5,6],[2,8,9,10],[3,11,12,13],[7,14,15,16]]
1382	1112342123434234	1231112432233444	[[1,2,3,8],[4,7,9,14],[5,10,12,15],[6,11,13,16]]	[[1,4,5,6],[2,7,10,11],[3,9,12,13],[8,14,15,16]]
1383	1112342312234344	1231112243432434	[[1,2,3,9],[4,7,10,11],[5,8,12,14],[6,13,15,16]]	[[1,4,5,6],[2,7,8,13],[3,10,12,15],[9,11,14,16]]
1384	1112342312243434	1231112243423344	[[1,2,3,9],[4,7,10,11],[5,8,13,15],[6,12,14,16]]	[[1,4,5,6],[2,7,8,12],[3,10,13,14],[9,11,15,16]]
1385	1112342312324344	1231112243342434	[[1,2,3,9],[4,7,10,12],[5,8,11,14],[6,13,15,16]]	[[1,4,5,6],[2,7,8,13],[3,10,11,15],[9,12,14,16]]
1386	1112342312342344	1231112243324434	[[1,2,3,9],[4,7,10,13],[5,8,11,14],[6,12,15,16]]	[[1,4,5,6],[2,7,8,12],[3,10,11,15],[9,13,14,16]]
1387	1112342312342434	1231112243324344	[[1,2,3,9],[4,7,10,13],[5,8,11,15],[6,12,14,16]]	[[1,4,5,6],[2,7,8,12],[3,10,11,14],[9,13,15,16]]
1388	1112342312423344	1231112243243434	[[1,2,3,9],[4,7,10,12],[5,8,13,14],[6,11,15,16]]	[[1,4,5,6],[2,7,8,11],[3,10,13,15],[9,12,14,16]]
1389	1112342312423434	1231112243243344	[[1,2,3,9],[4,7,10,12],[5,8,13,15],[6,11,14,16]]	[[1,4,5,6],[2,7,8,11],[3,10,13,14],[9,12,15,16]]
1390	1112342312434234	1231112243233444	[[1,2,3,9],[4,7,10,14],[5,8,12,15],[6,11,13,16]]	[[1,4,5,6],[2,7,8,11],[3,10,12,13],[9,14,15,16]]
1391	1112342314232344	1231112242334434	[[1,2,3,9],[4,7,11,13],[5,8,12,14],[6,10,15,16]]	[[1,4,5,6],[2,7,8,10],[3,11,12,15],[9,13,14,16]]
1392	1112342314232434	1231112242334344	[[1,2,3,9],[4,7,11,13],[5,8,12,15],[6,10,14,16]]	[[1,4,5,6],[2,7,8,10],[3,11,12,14],[9,13,15,16]]
1393	1112342314234234	1231112242333444	[[1,2,3,9],[4,7,11,14],[5,8,12,15],[6,10,13,16]]	[[1,4,5,6],[2,7,8,10],[3,11,12,13],[9,14,15,16]]
1394	1112342321234344	1231112234432434	[[1,2,3,10],[4,7,9,11],[5,8,12,14],[6,13,15,16]]	[[1,4,5,6],[2,7,8,13],[3,9,12,15],[10,11,14,16]]
1395	1112342323124344	1231112233442434	[[1,2,3,11],[4,7,9,12],[5,8,10,14],[6,13,15,16]]	[[1,4,5,6],[2,7,8,13],[3,9,10,15],[11,12,14,16]]
1396	1112342323142344	1231112233424434	[[1,2,3,11],[4,7,9,13],[5,8,10,14],[6,12,15,16]]	[[1,4,5,6],[2,7,8,12],[3,9,10,15],[11,13,14,16]]
1397	1112342323412344	1231112233244434	[[1,2,3,12],[4,7,9,13],[5,8,10,14],[6,11,15,16]]	[[1,4,5,6],[2,7,8,11],[3,9,10,15],[12,13,14,16]]
1398	1112342324123344	1231112232443434	[[1,2,3,11],[4,7,9,12],[5,8,13,14],[6,10,15,16]]	[[1,4,5,6],[2,7,8,10],[3,9,13,15],[11,12,14,16]]
1399	1112342324123434	1231112232443344	[[1,2,3,11],[4,7,9,12],[5,8,13,15],[6,10,14,16]]	[[1,4,5,6],[2,7,8,10],[3,9,13,14],[11,12,15,16]]
1400	1112342324132344	1231112232434434	[[1,2,3,11],[4,7,9,13],[5,8,12,14],[6,10,15,16]]	[[1,4,5,6],[2,7,8,10],[3,9,12,15],[11,13,14,16]]
1401	1112342341223344	1231112224343434	[[1,2,3,10],[4,7,11,12],[5,8,13,14],[6,9,15,16]]	[[1,4,5,6],[2,7,8,9],[3,11,13,15],[10,12,14,16]]
1402	1112342341223434	1231112224343344	[[1,2,3,10],[4,7,11,12],[5,8,13,15],[6,9,14,16]]	[[1,4,5,6],[2,7,8,9],[3,11,13,14],[10,12,15,16]]
1403	1112342341232344	1231112224334434	[[1,2,3,10],[4,7,11,13],[5,8,12,14],[6,9,15,16]]	[[1,4,5,6],[2,7,8,9],[3,11,12,15],[10,13,14,16]]
1404	1112342341232434	1231112224334344	[[1,2,3,10],[4,7,11,13],[5,8,12,15],[6,9,14,16]]	[[1,4,5,6],[2,7,8,9],[3,11,12,14],[10,13,15,16]]
1405	1112342341234234	1231112224333444	[[1,2,3,10],[4,7,11,14],[5,8,12,15],[6,9,13,16]]	[[1,4,5,6],[2,7,8,9],[3,11,12,13],[10,14,15,16]]
1406	1112342342123434	1231112223443344	[[1,2,3,11],[4,7,10,12],[5,8,13,15],[6,9,14,16]]	[[1,4,5,6],[2,7,8,9],[3,10,13,14],[11,12,15,16]]
1407	1112342342312344	1231112223344434	[[1,2,3,12],[4,7,10,13],[5,8,11,14],[6,9,15,16]]	[[1,4,5,6],[2,7,8,9],[3,10,11,15],[12,13,14,16]]
1408	1121212233434344	1213243412132434	[[1,2,4,6],[3,5,7,8],[9,10,12,14],[11,13,15,16]]	[[1,3,9,11],[2,5,10,13],[4,7,12,15],[6,8,14,16]]
1409	1121212234343434	1213243411223344	[[1,2,4,6],[3,5,7,8],[9,11,13,15],[10,12,14,16]]	[[1,3,9,10],[2,5,11,12],[4,7,13,14],[6,8,15,16]]
1410	1121212323434344	1213243142132434	[[1,2,4,6],[3,5,7,9],[8,10,12,14],[11,13,15,16]]	[[1,3,8,11],[2,5,10,13],[4,7,12,15],[6,9,14,16]]
1411	1121212324343434	1213243141223344	[[1,2,4,6],[3,5,7,9],[8,11,13,15],[10,12,14,16]]	[[1,3,8,10],[2,5,11,12],[4,7,13,14],[6,9,15,16]]
1412	1121212334234344	1213243121432434	[[1,2,4,6],[3,5,7,11],[8,9,12,14],[10,13,15,16]]	[[1,3,8,10],[2,5,9,13],[4,7,12,15],[6,11,14,16]]
1413	1121212334243434	1213243121423344	[[1,2,4,6],[3,5,7,11],[8,9,13,15],[10,12,14,16]]	[[1,3,8,10],[2,5,9,12],[4,7,13,14],[6,11,15,16]]
1414	1121212342334344	1213243114232434	[[1,2,4,6],[3,5,7,10],[8,11,12,14],[9,13,15,16]]	[[1,3,8,9],[2,5,11,13],[4,7,12,15],[6,10,14,16]]
1415	1121212342343434	1213243114223344	[[1,2,4,6],[3,5,7,10],[8,11,13,15],[9,12,14,16]]	[[1,3,8,9],[2,5,11,12],[4,7,13,14],[6,10,15,16]]
1416	1121212343423344	1213243112243434	[[1,2,4,6],[3,5,7,12],[8,10,13,14],[9,11,15,16]]	[[1,3,8,9],[2,5,10,11],[4,7,13,15],[6,12,14,16]]
1417	1121212343423434	1213243112243344	[[1,2,4,6],[3,5,7,12],[8,10,13,15],[9,11,14,16]]	[[1,3,8,9],[2,5,10,11],[4,7,13,14],[6,12,15,16]]
1418	1121212343434234	1213243112233444	[[1,2,4,6],[3,5,7,14],[8,10,12,15],[9,11,13,16]]	[[1,3,8,9],[2,5,10,11],[4,7,12,13],[6,14,15,16]]
1419	1121213232434344	1213241324132434	[[1,2,4,6],[3,5,8,10],[7,9,12,14],[11,13,15,16]]	[[1,3,7,11],[2,5,9,13],[4,8,12,15],[6,10,14,16]]
1420	1121213233424344	1213241323142434	[[1,2,4,6],[3,5,8,12],[7,9,10,14],[11,13,15,16]]	[[1,3,7,11],[2,5,9,13],[4,8,10,15],[6,12,14,16]]
1421	1121213234234344	1213241321432434	[[1,2,4,6],[3,5,8,11],[7,9,12,14],[10,13,15,16]]	[[1,3,7,10],[2,5,9,13],[4,8,12,15],[6,11,14,16]]
1422	1121213234243434	1213241321423344	[[1,2,4,6],[3,5,8,11],[7,9,13,15],[10,12,14,16]]	[[1,3,7,10],[2,5,9,12],[4,8,13,14],[6,11,15,16]]
1423	1121213234342344	1213241321324434	[[1,2,4,6],[3,5,8,13],[7,9,11,14],[10,12,15,16]]	[[1,3,7,10],[2,5,9,12],[4,8,11,15],[6,13,14,16]]
1424	1121213234342434	1213241321324344	[[1,2,4,6],[3,5,8,13],[7,9,11,15],[10,12,14,16]]	[[1,3,7,10],[2,5,9,12],[4,8,11,14],[6,13,15,16]]
1425	1121213242334344	1213241314232434	[[1,2,4,6],[3,5,8,10],[7,11,12,14],[9,13,15,16]]	[[1,3,7,9],[2,5,11,13],[4,8,12,15],[6,10,14,16]]
1426	1121213242343434	1213241314223344	[[1,2,4,6],[3,5,8,10],[7,11,13,15],[9,12,14,16]]	[[1,3,7,9],[2,5,11,12],[4,8,13,14],[6,10,15,16]]
1427	1121213243423344	1213241312243434	[[1,2,4,6],[3,5,8,12],[7,10,13,14],[9,11,15,16]]	[[1,3,7,9],[2,5,10,11],[4,8,13,15],[6,12,14,16]]
1428	1121213243423434	1213241312243344	[[1,2,4,6],[3,5,8,12],[7,10,13,15],[9,11,14,16]]	[[1,3,7,9],[2,5,10,11],[4,8,13,14],[6,12,15,16]]
1429	1121213342342344	1213241213324434	[[1,2,4,6],[3,5,10,13],[7,8,11,14],[9,12,15,16]]	[[1,3,7,9],[2,5,8,12],[4,10,11,15],[6,13,14,16]]
1430	1121213342342434	1213241213324344	[[1,2,4,6],[3,5,10,13],[7,8,11,15],[9,12,14,16]]	[[1,3,7,9],[2,5,8,12],[4,10,11,14],[6,13,15,16]]
1431	1121213342434234	1213241213233444	[[1,2,4,6],[3,5,10,14],[7,8,12,15],[9,11,13,16]]	[[1,3,7,9],[2,5,8,11],[4,10,12,13],[6,14,15,16]]
1432	1121213423234344	1213241132432434	[[1,2,4,6],[3,5,9,11],[7,10,12,14],[8,13,15,16]]	[[1,3,7,8],[2,5,10,13],[4,9,12,15],[6,11,14,16]]
1433	1121213423243434	1213241132423344	[[1,2,4,6],[3,5,9,11],[7,10,13,15],[8,12,14,16]]	[[1,3,7,8],[2,5,10,12],[4,9,13,14],[6,11,15,16]]
1434	1121213423342344	1213241132324434	[[1,2,4,6],[3,5,9,13],[7,10,11,14],[8,12,15,16]]	[[1,3,7,8],[2,5,10,12],[4,9,11,15],[6,13,14,16]]
1435	1121213423342434	1213241132324344	[[1,2,4,6],[3,5,9,13],[7,10,11,15],[8,12,14,16]]	[[1,3,7,8],[2,5,10,12],[4,9,11,14],[6,13,15,16]]
1436	1121213423423344	1213241132243434	[[1,2,4,6],[3,5,9,12],[7,10,13,14],[8,11,15,16]]	[[1,3,7,8],[2,5,10,11],[4,9,13,15],[6,12,14,16]]
1437	1121213423423434	1213241132243344	[[1,2,4,6],[3,5,9,12],[7,10,13,15],[8,11,14,16]]	[[1,3,7,8],[2,5,10,11],[4,9,13,14],[6,12,15,16]]
1438	1121213423434234	1213241132233444	[[1,2,4,6],[3,5,9,14],[7,10,12,15],[8,11,13,16]]	[[1,3,7,8],[2,5,10,11],[4,9,12,13],[6,14,15,16]]
