index	original_representative	transpose_word	original_tableau	transpose_tableau
741	1112212334234344	1231243121432434	[[1,2,3,6],[4,5,7,11],[8,9,12,14],[10,13,15,16]]	[[1,4,8,10],[2,5,9,13],[3,7,12,15],[6,11,14,16]]
742	1112212334234434	1231243121432344	[[1,2,3,6],[4,5,7,11],[8,9,12,15],[10,13,14,16]]	[[1,4,8,10],[2,5,9,13],[3,7,12,14],[6,11,15,16]]
743	1112212334243344	1231243121423434	[[1,2,3,6],[4,5,7,11],[8,9,13,14],[10,12,15,16]]	[[1,4,8,10],[2,5,9,12],[3,7,13,15],[6,11,14,16]]
744	1112212334243434	1231243121423344	[[1,2,3,6],[4,5,7,11],[8,9,13,15],[10,12,14,16]]	[[1,4,8,10],[2,5,9,12],[3,7,13,14],[6,11,15,16]]
745	1112212334323444	1231243121344234	[[1,2,3,6],[4,5,7,12],[8,9,11,13],[10,14,15,16]]	[[1,4,8,10],[2,5,9,14],[3,7,11,15],[6,12,13,16]]
746	1112212334324344	1231243121342434	[[1,2,3,6],[4,5,7,12],[8,9,11,14],[10,13,15,16]]	[[1,4,8,10],[2,5,9,13],[3,7,11,15],[6,12,14,16]]
747	1112212334324434	1231243121342344	[[1,2,3,6],[4,5,7,12],[8,9,11,15],[10,13,14,16]]	[[1,4,8,10],[2,5,9,13],[3,7,11,14],[6,12,15,16]]
748	1112212334342344	1231243121324434	[[1,2,3,6],[4,5,7,13],[8,9,11,14],[10,12,15,16]]	[[1,4,8,10],[2,5,9,12],[3,7,11,15],[6,13,14,16]]
749	1112212334342434	1231243121324344	[[1,2,3,6],[4,5,7,13],[8,9,11,15],[10,12,14,16]]	[[1,4,8,10],[2,5,9,12],[3,7,11,14],[6,13,15,16]]
750	1112212334344234	1231243121323444	[[1,2,3,6],[4,5,7,14],[8,9,11,15],[10,12,13,16]]	[[1,4,8,10],[2,5,9,12],[3,7,11,13],[6,14,15,16]]
751	1112212334423434	1231243121243344	[[1,2,3,6],[4,5,7,12],[8,9,13,15],[10,11,14,16]]	[[1,4,8,10],[2,5,9,11],[3,7,13,14],[6,12,15,16]]
752	1112212342333444	1231243114234234	[[1,2,3,6],[4,5,7,10],[8,11,12,13],[9,14,15,16]]	[[1,4,8,9],[2,5,11,14],[3,7,12,15],[6,10,13,16]]
753	1112212342334344	1231243114232434	[[1,2,3,6],[4,5,7,10],[8,11,12,14],[9,13,15,16]]	[[1,4,8,9],[2,5,11,13],[3,7,12,15],[6,10,14,16]]
754	1112212342334434	1231243114232344	[[1,2,3,6],[4,5,7,10],[8,11,12,15],[9,13,14,16]]	[[1,4,8,9],[2,5,11,13],[3,7,12,14],[6,10,15,16]]
755	1112212342343344	1231243114223434	[[1,2,3,6],[4,5,7,10],[8,11,13,14],[9,12,15,16]]	[[1,4,8,9],[2,5,11,12],[3,7,13,15],[6,10,14,16]]
756	1112212342343434	1231243114223344	[[1,2,3,6],[4,5,7,10],[8,11,13,15],[9,12,14,16]]	[[1,4,8,9],[2,5,11,12],[3,7,13,14],[6,10,15,16]]
757	1112212343234344	1231243112432434	[[1,2,3,6],[4,5,7,11],[8,10,12,14],[9,13,15,16]]	[[1,4,8,9],[2,5,10,13],[3,7,12,15],[6,11,14,16]]
758	1112212343234434	1231243112432344	[[1,2,3,6],[4,5,7,11],[8,10,12,15],[9,13,14,16]]	[[1,4,8,9],[2,5,10,13],[3,7,12,14],[6,11,15,16]]
759	1112212343243344	1231243112423434	[[1,2,3,6],[4,5,7,11],[8,10,13,14],[9,12,15,16]]	[[1,4,8,9],[2,5,10,12],[3,7,13,15],[6,11,14,16]]
760	1112212343243434	1231243112423344	[[1,2,3,6],[4,5,7,11],[8,10,13,15],[9,12,14,16]]	[[1,4,8,9],[2,5,10,12],[3,7,13,14],[6,11,15,16]]
761	1112212343344234	1231243112323444	[[1,2,3,6],[4,5,7,14],[8,10,11,15],[9,12,13,16]]	[[1,4,8,9],[2,5,10,12],[3,7,11,13],[6,14,15,16]]
762	1112212343423344	1231243112243434	[[1,2,3,6],[4,5,7,12],[8,10,13,14],[9,11,15,16]]	[[1,4,8,9],[2,5,10,11],[3,7,13,15],[6,12,14,16]]
763	1112212343423434	1231243112243344	[[1,2,3,6],[4,5,7,12],[8,10,13,15],[9,11,14,16]]	[[1,4,8,9],[2,5,10,11],[3,7,13,14],[6,12,15,16]]
764	1112212343432344	1231243112234434	[[1,2,3,6],[4,5,7,13],[8,10,12,14],[9,11,15,16]]	[[1,4,8,9],[2,5,10,11],[3,7,12,15],[6,13,14,16]]
765	1112212343432434	1231243112234344	[[1,2,3,6],[4,5,7,13],[8,10,12,15],[9,11,14,16]]	[[1,4,8,9],[2,5,10,11],[3,7,12,14],[6,13,15,16]]
766	1112212343434234	1231243112233444	[[1,2,3,6],[4,5,7,14],[8,10,12,15],[9,11,13,16]]	[[1,4,8,9],[2,5,10,11],[3,7,12,13],[6,14,15,16]]
767	1112213223343444	1231241342314234	[[1,2,3,6],[4,5,8,9],[7,10,11,13],[12,14,15,16]]	[[1,4,7,12],[2,5,10,14],[3,8,11,15],[6,9,13,16]]
768	1112213223433444	1231241342134234	[[1,2,3,6],[4,5,8,9],[7,10,12,13],[11,14,15,16]]	[[1,4,7,11],[2,5,10,14],[3,8,12,15],[6,9,13,16]]
769	1112213223434344	1231241342132434	[[1,2,3,6],[4,5,8,9],[7,10,12,14],[11,13,15,16]]	[[1,4,7,11],[2,5,10,13],[3,8,12,15],[6,9,14,16]]
770	1112213223434434	1231241342132344	[[1,2,3,6],[4,5,8,9],[7,10,12,15],[11,13,14,16]]	[[1,4,7,11],[2,5,10,13],[3,8,12,14],[6,9,15,16]]
771	1112213224343344	1231241341223434	[[1,2,3,6],[4,5,8,9],[7,11,13,14],[10,12,15,16]]	[[1,4,7,10],[2,5,11,12],[3,8,13,15],[6,9,14,16]]
772	1112213224343434	1231241341223344	[[1,2,3,6],[4,5,8,9],[7,11,13,15],[10,12,14,16]]	[[1,4,7,10],[2,5,11,12],[3,8,13,14],[6,9,15,16]]
773	1112213232343444	1231241324314234	[[1,2,3,6],[4,5,8,10],[7,9,11,13],[12,14,15,16]]	[[1,4,7,12],[2,5,9,14],[3,8,11,15],[6,10,13,16]]
774	1112213232433444	1231241324134234	[[1,2,3,6],[4,5,8,10],[7,9,12,13],[11,14,15,16]]	[[1,4,7,11],[2,5,9,14],[3,8,12,15],[6,10,13,16]]
775	1112213232434344	1231241324132434	[[1,2,3,6],[4,5,8,10],[7,9,12,14],[11,13,15,16]]	[[1,4,7,11],[2,5,9,13],[3,8,12,15],[6,10,14,16]]
776	1112213232434434	1231241324132344	[[1,2,3,6],[4,5,8,10],[7,9,12,15],[11,13,14,16]]	[[1,4,7,11],[2,5,9,13],[3,8,12,14],[6,10,15,16]]
777	1112213233243444	1231241323414234	[[1,2,3,6],[4,5,8,11],[7,9,10,13],[12,14,15,16]]	[[1,4,7,12],[2,5,9,14],[3,8,10,15],[6,11,13,16]]
778	1112213233423444	1231241323144234	[[1,2,3,6],[4,5,8,12],[7,9,10,13],[11,14,15,16]]	[[1,4,7,11],[2,5,9,14],[3,8,10,15],[6,12,13,16]]
779	1112213233424344	1231241323142434	[[1,2,3,6],[4,5,8,12],[7,9,10,14],[11,13,15,16]]	[[1,4,7,11],[2,5,9,13],[3,8,10,15],[6,12,14,16]]
780	1112213233424434	1231241323142344	[[1,2,3,6],[4,5,8,12],[7,9,10,15],[11,13,14,16]]	[[1,4,7,11],[2,5,9,13],[3,8,10,14],[6,12,15,16]]
781	1112213233442344	1231241323124434	[[1,2,3,6],[4,5,8,13],[7,9,10,14],[11,12,15,16]]	[[1,4,7,11],[2,5,9,12],[3,8,10,15],[6,13,14,16]]
782	1112213234233444	1231241321434234	[[1,2,3,6],[4,5,8,11],[7,9,12,13],[10,14,15,16]]	[[1,4,7,10],[2,5,9,14],[3,8,12,15],[6,11,13,16]]
783	1112213234234344	1231241321432434	[[1,2,3,6],[4,5,8,11],[7,9,12,14],[10,13,15,16]]	[[1,4,7,10],[2,5,9,13],[3,8,12,15],[6,11,14,16]]
784	1112213234234434	1231241321432344	[[1,2,3,6],[4,5,8,11],[7,9,12,15],[10,13,14,16]]	[[1,4,7,10],[2,5,9,13],[3,8,12,14],[6,11,15,16]]
785	1112213234243344	1231241321423434	[[1,2,3,6],[4,5,8,11],[7,9,13,14],[10,12,15,16]]	[[1,4,7,10],[2,5,9,12],[3,8,13,15],[6,11,14,16]]
786	1112213234243434	1231241321423344	[[1,2,3,6],[4,5,8,11],[7,9,13,15],[10,12,14,16]]	[[1,4,7,10],[2,5,9,12],[3,8,13,14],[6,11,15,16]]
787	1112213234323444	1231241321344234	[[1,2,3,6],[4,5,8,12],[7,9,11,13],[10,14,15,16]]	[[1,4,7,10],[2,5,9,14],[3,8,11,15],[6,12,13,16]]
788	1112213234324344	1231241321342434	[[1,2,3,6],[4,5,8,12],[7,9,11,14],[10,13,15,16]]	[[1,4,7,10],[2,5,9,13],[3,8,11,15],[6,12,14,16]]
789	1112213234324434	1231241321342344	[[1,2,3,6],[4,5,8,12],[7,9,11,15],[10,13,14,16]]	[[1,4,7,10],[2,5,9,13],[3,8,11,14],[6,12,15,16]]
790	1112213234342344	1231241321324434	[[1,2,3,6],[4,5,8,13],[7,9,11,14],[10,12,15,16]]	[[1,4,7,10],[2,5,9,12],[3,8,11,15],[6,13,14,16]]
791	1112213234342434	1231241321324344	[[1,2,3,6],[4,5,8,13],[7,9,11,15],[10,12,14,16]]	[[1,4,7,10],[2,5,9,12],[3,8,11,14],[6,13,15,16]]
792	1112213234344234	1231241321323444	[[1,2,3,6],[4,5,8,14],[7,9,11,15],[10,12,13,16]]	[[1,4,7,10],[2,5,9,12],[3,8,11,13],[6,14,15,16]]
793	1112213234423434	1231241321243344	[[1,2,3,6],[4,5,8,12],[7,9,13,15],[10,11,14,16]]	[[1,4,7,10],[2,5,9,11],[3,8,13,14],[6,12,15,16]]
794	1112213242334344	1231241314232434	[[1,2,3,6],[4,5,8,10],[7,11,12,14],[9,13,15,16]]	[[1,4,7,9],[2,5,11,13],[3,8,12,15],[6,10,14,16]]
795	1112213242334434	1231241314232344	[[1,2,3,6],[4,5,8,10],[7,11,12,15],[9,13,14,16]]	[[1,4,7,9],[2,5,11,13],[3,8,12,14],[6,10,15,16]]
796	1112213242343344	1231241314223434	[[1,2,3,6],[4,5,8,10],[7,11,13,14],[9,12,15,16]]	[[1,4,7,9],[2,5,11,12],[3,8,13,15],[6,10,14,16]]
797	1112213242343434	1231241314223344	[[1,2,3,6],[4,5,8,10],[7,11,13,15],[9,12,14,16]]	[[1,4,7,9],[2,5,11,12],[3,8,13,14],[6,10,15,16]]
798	1112213243234344	1231241312432434	[[1,2,3,6],[4,5,8,11],[7,10,12,14],[9,13,15,16]]	[[1,4,7,9],[2,5,10,13],[3,8,12,15],[6,11,14,16]]
799	1112213243234434	1231241312432344	[[1,2,3,6],[4,5,8,11],[7,10,12,15],[9,13,14,16]]	[[1,4,7,9],[2,5,10,13],[3,8,12,14],[6,11,15,16]]
800	1112213243243344	1231241312423434	[[1,2,3,6],[4,5,8,11],[7,10,13,14],[9,12,15,16]]	[[1,4,7,9],[2,5,10,12],[3,8,13,15],[6,11,14,16]]
801	1112213243243434	1231241312423344	[[1,2,3,6],[4,5,8,11],[7,10,13,15],[9,12,14,16]]	[[1,4,7,9],[2,5,10,12],[3,8,13,14],[6,11,15,16]]
802	1112213243423344	1231241312243434	[[1,2,3,6],[4,5,8,12],[7,10,13,14],[9,11,15,16]]	[[1,4,7,9],[2,5,10,11],[3,8,13,15],[6,12,14,16]]
803	1112213243423434	1231241312243344	[[1,2,3,6],[4,5,8,12],[7,10,13,15],[9,11,14,16]]	[[1,4,7,9],[2,5,10,11],[3,8,13,14],[6,12,15,16]]
804	1112213243432344	1231241312234434	[[1,2,3,6],[4,5,8,13],[7,10,12,14],[9,11,15,16]]	[[1,4,7,9],[2,5,10,11],[3,8,12,15],[6,13,14,16]]
805	1112213243432434	1231241312234344	[[1,2,3,6],[4,5,8,13],[7,10,12,15],[9,11,14,16]]	[[1,4,7,9],[2,5,10,11],[3,8,12,14],[6,13,15,16]]
806	1112213243434234	1231241312233444	[[1,2,3,6],[4,5,8,14],[7,10,12,15],[9,11,13,16]]	[[1,4,7,9],[2,5,10,11],[3,8,12,13],[6,14,15,16]]
807	1112213323423444	1231241233144234	[[1,2,3,6],[4,5,9,12],[7,8,10,13],[11,14,15,16]]	[[1,4,7,11],[2,5,8,14],[3,9,10,15],[6,12,13,16]]
808	1112213323424344	1231241233142434	[[1,2,3,6],[4,5,9,12],[7,8,10,14],[11,13,15,16]]	[[1,4,7,11],[2,5,8,13],[3,9,10,15],[6,12,14,16]]
809	1112213323424434	1231241233142344	[[1,2,3,6],[4,5,9,12],[7,8,10,15],[11,13,14,16]]	[[1,4,7,11],[2,5,8,13],[3,9,10,14],[6,12,15,16]]
810	1112213323442344	1231241233124434	[[1,2,3,6],[4,5,9,13],[7,8,10,14],[11,12,15,16]]	[[1,4,7,11],[2,5,8,12],[3,9,10,15],[6,13,14,16]]
811	1112213324342344	1231241231324434	[[1,2,3,6],[4,5,9,13],[7,8,11,14],[10,12,15,16]]	[[1,4,7,10],[2,5,8,12],[3,9,11,15],[6,13,14,16]]
812	1112213324342434	1231241231324344	[[1,2,3,6],[4,5,9,13],[7,8,11,15],[10,12,14,16]]	[[1,4,7,10],[2,5,8,12],[3,9,11,14],[6,13,15,16]]
813	1112213324344234	1231241231323444	[[1,2,3,6],[4,5,9,14],[7,8,11,15],[10,12,13,16]]	[[1,4,7,10],[2,5,8,12],[3,9,11,13],[6,14,15,16]]
814	1112213342234344	1231241213432434	[[1,2,3,6],[4,5,10,11],[7,8,12,14],[9,13,15,16]]	[[1,4,7,9],[2,5,8,13],[3,10,12,15],[6,11,14,16]]
815	1112213342234434	1231241213432344	[[1,2,3,6],[4,5,10,11],[7,8,12,15],[9,13,14,16]]	[[1,4,7,9],[2,5,8,13],[3,10,12,14],[6,11,15,16]]
816	1112213342243344	1231241213423434	[[1,2,3,6],[4,5,10,11],[7,8,13,14],[9,12,15,16]]	[[1,4,7,9],[2,5,8,12],[3,10,13,15],[6,11,14,16]]
817	1112213342243434	1231241213423344	[[1,2,3,6],[4,5,10,11],[7,8,13,15],[9,12,14,16]]	[[1,4,7,9],[2,5,8,12],[3,10,13,14],[6,11,15,16]]
818	1112213342324344	1231241213342434	[[1,2,3,6],[4,5,10,12],[7,8,11,14],[9,13,15,16]]	[[1,4,7,9],[2,5,8,13],[3,10,11,15],[6,12,14,16]]
819	1112213342324434	1231241213342344	[[1,2,3,6],[4,5,10,12],[7,8,11,15],[9,13,14,16]]	[[1,4,7,9],[2,5,8,13],[3,10,11,14],[6,12,15,16]]
820	1112213342342344	1231241213324434	[[1,2,3,6],[4,5,10,13],[7,8,11,14],[9,12,15,16]]	[[1,4,7,9],[2,5,8,12],[3,10,11,15],[6,13,14,16]]
821	1112213342342434	1231241213324344	[[1,2,3,6],[4,5,10,13],[7,8,11,15],[9,12,14,16]]	[[1,4,7,9],[2,5,8,12],[3,10,11,14],[6,13,15,16]]
822	1112213342344234	1231241213323444	[[1,2,3,6],[4,5,10,14],[7,8,11,15],[9,12,13,16]]	[[1,4,7,9],[2,5,8,12],[3,10,11,13],[6,14,15,16]]
823	1112213342423344	1231241213243434	[[1,2,3,6],[4,5,10,12],[7,8,13,14],[9,11,15,16]]	[[1,4,7,9],[2,5,8,11],[3,10,13,15],[6,12,14,16]]
824	1112213342423434	1231241213243344	[[1,2,3,6],[4,5,10,12],[7,8,13,15],[9,11,14,16]]	[[1,4,7,9],[2,5,8,11],[3,10,13,14],[6,12,15,16]]
825	1112213342432344	1231241213234434	[[1,2,3,6],[4,5,10,13],[7,8,12,14],[9,11,15,16]]	[[1,4,7,9],[2,5,8,11],[3,10,12,15],[6,13,14,16]]
826	1112213342432434	1231241213234344	[[1,2,3,6],[4,5,10,13],[7,8,12,15],[9,11,14,16]]	[[1,4,7,9],[2,5,8,11],[3,10,12,14],[6,13,15,16]]
827	1112213342434234	1231241213233444	[[1,2,3,6],[4,5,10,14],[7,8,12,15],[9,11,13,16]]	[[1,4,7,9],[2,5,8,11],[3,10,12,13],[6,14,15,16]]
828	1112213344234234	1231241212333444	[[1,2,3,6],[4,5,11,14],[7,8,12,15],[9,10,13,16]]	[[1,4,7,9],[2,5,8,10],[3,11,12,13],[6,14,15,16]]
829	1112213422334344	1231241134232434	[[1,2,3,6],[4,5,9,10],[7,11,12,14],[8,13,15,16]]	[[1,4,7,8],[2,5,11,13],[3,9,12,15],[6,10,14,16]]
830	1112213422334434	1231241134232344	[[1,2,3,6],[4,5,9,10],[7,11,12,15],[8,13,14,16]]	[[1,4,7,8],[2,5,11,13],[3,9,12,14],[6,10,15,16]]
831	1112213422343344	1231241134223434	[[1,2,3,6],[4,5,9,10],[7,11,13,14],[8,12,15,16]]	[[1,4,7,8],[2,5,11,12],[3,9,13,15],[6,10,14,16]]
832	1112213422343434	1231241134223344	[[1,2,3,6],[4,5,9,10],[7,11,13,15],[8,12,14,16]]	[[1,4,7,8],[2,5,11,12],[3,9,13,14],[6,10,15,16]]
833	1112213423234344	1231241132432434	[[1,2,3,6],[4,5,9,11],[7,10,12,14],[8,13,15,16]]	[[1,4,7,8],[2,5,10,13],[3,9,12,15],[6,11,14,16]]
834	1112213423234434	1231241132432344	[[1,2,3,6],[4,5,9,11],[7,10,12,15],[8,13,14,16]]	[[1,4,7,8],[2,5,10,13],[3,9,12,14],[6,11,15,16]]
835	1112213423243344	1231241132423434	[[1,2,3,6],[4,5,9,11],[7,10,13,14],[8,12,15,16]]	[[1,4,7,8],[2,5,10,12],[3,9,13,15],[6,11,14,16]]
836	1112213423243434	1231241132423344	[[1,2,3,6],[4,5,9,11],[7,10,13,15],[8,12,14,16]]	[[1,4,7,8],[2,5,10,12],[3,9,13,14],[6,11,15,16]]
837	1112213423324344	1231241132342434	[[1,2,3,6],[4,5,9,12],[7,10,11,14],[8,13,15,16]]	[[1,4,7,8],[2,5,10,13],[3,9,11,15],[6,12,14,16]]
838	1112213423324434	1231241132342344	[[1,2,3,6],[4,5,9,12],[7,10,11,15],[8,13,14,16]]	[[1,4,7,8],[2,5,10,13],[3,9,11,14],[6,12,15,16]]
839	1112213423342344	1231241132324434	[[1,2,3,6],[4,5,9,13],[7,10,11,14],[8,12,15,16]]	[[1,4,7,8],[2,5,10,12],[3,9,11,15],[6,13,14,16]]
840	1112213423342434	1231241132324344	[[1,2,3,6],[4,5,9,13],[7,10,11,15],[8,12,14,16]]	[[1,4,7,8],[2,5,10,12],[3,9,11,14],[6,13,15,16]]
841	1112213423344234	1231241132323444	[[1,2,3,6],[4,5,9,14],[7,10,11,15],[8,12,13,16]]	[[1,4,7,8],[2,5,10,12],[3,9,11,13],[6,14,15,16]]
842	1112213423423344	1231241132243434	[[1,2,3,6],[4,5,9,12],[7,10,13,14],[8,11,15,16]]	[[1,4,7,8],[2,5,10,11],[3,9,13,15],[6,12,14,16]]
843	1112213423423434	1231241132243344	[[1,2,3,6],[4,5,9,12],[7,10,13,15],[8,11,14,16]]	[[1,4,7,8],[2,5,10,11],[3,9,13,14],[6,12,15,16]]
844	1112213423432344	1231241132234434	[[1,2,3,6],[4,5,9,13],[7,10,12,14],[8,11,15,16]]	[[1,4,7,8],[2,5,10,11],[3,9,12,15],[6,13,14,16]]
845	1112213423432434	1231241132234344	[[1,2,3,6],[4,5,9,13],[7,10,12,15],[8,11,14,16]]	[[1,4,7,8],[2,5,10,11],[3,9,12,14],[6,13,15,16]]
846	1112213423434234	1231241132233444	[[1,2,3,6],[4,5,9,14],[7,10,12,15],[8,11,13,16]]	[[1,4,7,8],[2,5,10,11],[3,9,12,13],[6,14,15,16]]
847	1112213432342344	1231241123324434	[[1,2,3,6],[4,5,10,13],[7,9,11,14],[8,12,15,16]]	[[1,4,7,8],[2,5,9,12],[3,10,11,15],[6,13,14,16]]
848	1112213432342434	1231241123324344	[[1,2,3,6],[4,5,10,13],[7,9,11,15],[8,12,14,16]]	[[1,4,7,8],[2,5,9,12],[3,10,11,14],[6,13,15,16]]
849	1112213432344234	1231241123323444	[[1,2,3,6],[4,5,10,14],[7,9,11,15],[8,12,13,16]]	[[1,4,7,8],[2,5,9,12],[3,10,11,13],[6,14,15,16]]
850	1112213432434234	1231241123233444	[[1,2,3,6],[4,5,10,14],[7,9,12,15],[8,11,13,16]]	[[1,4,7,8],[2,5,9,11],[3,10,12,13],[6,14,15,16]]
851	1112213434223344	1231241122343434	[[1,2,3,6],[4,5,11,12],[7,9,13,14],[8,10,15,16]]	[[1,4,7,8],[2,5,9,10],[3,11,13,15],[6,12,14,16]]
852	1112213434223434	1231241122343344	[[1,2,3,6],[4,5,11,12],[7,9,13,15],[8,10,14,16]]	[[1,4,7,8],[2,5,9,10],[3,11,13,14],[6,12,15,16]]
853	1112213434232344	1231241122334434	[[1,2,3,6],[4,5,11,13],[7,9,12,14],[8,10,15,16]]	[[1,4,7,8],[2,5,9,10],[3,11,12,15],[6,13,14,16]]
854	1112213434232434	1231241122334344	[[1,2,3,6],[4,5,11,13],[7,9,12,15],[8,10,14,16]]	[[1,4,7,8],[2,5,9,10],[3,11,12,14],[6,13,15,16]]
855	1112213434234234	1231241122333444	[[1,2,3,6],[4,5,11,14],[7,9,12,15],[8,10,13,16]]	[[1,4,7,8],[2,5,9,10],[3,11,12,13],[6,14,15,16]]
856	1112223341234344	1231231214432434	[[1,2,3,10],[4,5,6,11],[7,8,12,14],[9,13,15,16]]	[[1,4,7,9],[2,5,8,13],[3,6,12,15],[10,11,14,16]]
857	1112223341234434	1231231214432344	[[1,2,3,10],[4,5,6,11],[7,8,12,15],[9,13,14,16]]	[[1,4,7,9],[2,5,8,13],[3,6,12,14],[10,11,15,16]]
858	1112223341243344	1231231214423434	[[1,2,3,10],[4,5,6,11],[7,8,13,14],[9,12,15,16]]	[[1,4,7,9],[2,5,8,12],[3,6,13,15],[10,11,14,16]]
859	1112223341243434	1231231214423344	[[1,2,3,10],[4,5,6,11],[7,8,13,15],[9,12,14,16]]	[[1,4,7,9],[2,5,8,12],[3,6,13,14],[10,11,15,16]]
860	1112223341324344	1231231214342434	[[1,2,3,10],[4,5,6,12],[7,8,11,14],[9,13,15,16]]	[[1,4,7,9],[2,5,8,13],[3,6,11,15],[10,12,14,16]]
861	1112223341342344	1231231214324434	[[1,2,3,10],[4,5,6,13],[7,8,11,14],[9,12,15,16]]	[[1,4,7,9],[2,5,8,12],[3,6,11,15],[10,13,14,16]]
862	1112223341423344	1231231214243434	[[1,2,3,10],[4,5,6,12],[7,8,13,14],[9,11,15,16]]	[[1,4,7,9],[2,5,8,11],[3,6,13,15],[10,12,14,16]]
863	1112223341423434	1231231214243344	[[1,2,3,10],[4,5,6,12],[7,8,13,15],[9,11,14,16]]	[[1,4,7,9],[2,5,8,11],[3,6,13,14],[10,12,15,16]]
864	1112223341432344	1231231214234434	[[1,2,3,10],[4,5,6,13],[7,8,12,14],[9,11,15,16]]	[[1,4,7,9],[2,5,8,11],[3,6,12,15],[10,13,14,16]]
865	1112223343124344	1231231213442434	[[1,2,3,11],[4,5,6,12],[7,8,10,14],[9,13,15,16]]	[[1,4,7,9],[2,5,8,13],[3,6,10,15],[11,12,14,16]]
866	1112223343142344	1231231213424434	[[1,2,3,11],[4,5,6,13],[7,8,10,14],[9,12,15,16]]	[[1,4,7,9],[2,5,8,12],[3,6,10,15],[11,13,14,16]]
867	1112223343412344	1231231213244434	[[1,2,3,12],[4,5,6,13],[7,8,10,14],[9,11,15,16]]	[[1,4,7,9],[2,5,8,11],[3,6,10,15],[12,13,14,16]]
868	1112223344123344	1231231212443434	[[1,2,3,11],[4,5,6,12],[7,8,13,14],[9,10,15,16]]	[[1,4,7,9],[2,5,8,10],[3,6,13,15],[11,12,14,16]]
869	1112223344123434	1231231212443344	[[1,2,3,11],[4,5,6,12],[7,8,13,15],[9,10,14,16]]	[[1,4,7,9],[2,5,8,10],[3,6,13,14],[11,12,15,16]]
870	1112223412334344	1231231144232434	[[1,2,3,9],[4,5,6,10],[7,11,12,14],[8,13,15,16]]	[[1,4,7,8],[2,5,11,13],[3,6,12,15],[9,10,14,16]]
871	1112223412334434	1231231144232344	[[1,2,3,9],[4,5,6,10],[7,11,12,15],[8,13,14,16]]	[[1,4,7,8],[2,5,11,13],[3,6,12,14],[9,10,15,16]]
872	1112223412343344	1231231144223434	[[1,2,3,9],[4,5,6,10],[7,11,13,14],[8,12,15,16]]	[[1,4,7,8],[2,5,11,12],[3,6,13,15],[9,10,14,16]]
873	1112223412343434	1231231144223344	[[1,2,3,9],[4,5,6,10],[7,11,13,15],[8,12,14,16]]	[[1,4,7,8],[2,5,11,12],[3,6,13,14],[9,10,15,16]]
874	1112223413234344	1231231142432434	[[1,2,3,9],[4,5,6,11],[7,10,12,14],[8,13,15,16]]	[[1,4,7,8],[2,5,10,13],[3,6,12,15],[9,11,14,16]]
875	1112223413234434	1231231142432344	[[1,2,3,9],[4,5,6,11],[7,10,12,15],[8,13,14,16]]	[[1,4,7,8],[2,5,10,13],[3,6,12,14],[9,11,15,16]]
876	1112223413243344	1231231142423434	[[1,2,3,9],[4,5,6,11],[7,10,13,14],[8,12,15,16]]	[[1,4,7,8],[2,5,10,12],[3,6,13,15],[9,11,14,16]]
877	1112223413243434	1231231142423344	[[1,2,3,9],[4,5,6,11],[7,10,13,15],[8,12,14,16]]	[[1,4,7,8],[2,5,10,12],[3,6,13,14],[9,11,15,16]]
878	1112223413324344	1231231142342434	[[1,2,3,9],[4,5,6,12],[7,10,11,14],[8,13,15,16]]	[[1,4,7,8],[2,5,10,13],[3,6,11,15],[9,12,14,16]]
879	1112223413342344	1231231142324434	[[1,2,3,9],[4,5,6,13],[7,10,11,14],[8,12,15,16]]	[[1,4,7,8],[2,5,10,12],[3,6,11,15],[9,13,14,16]]
880	1112223413423344	1231231142243434	[[1,2,3,9],[4,5,6,12],[7,10,13,14],[8,11,15,16]]	[[1,4,7,8],[2,5,10,11],[3,6,13,15],[9,12,14,16]]
881	1112223413423434	1231231142243344	[[1,2,3,9],[4,5,6,12],[7,10,13,15],[8,11,14,16]]	[[1,4,7,8],[2,5,10,11],[3,6,13,14],[9,12,15,16]]
882	1112223413432344	1231231142234434	[[1,2,3,9],[4,5,6,13],[7,10,12,14],[8,11,15,16]]	[[1,4,7,8],[2,5,10,11],[3,6,12,15],[9,13,14,16]]
883	1112223431234344	1231231124432434	[[1,2,3,10],[4,5,6,11],[7,9,12,14],[8,13,15,16]]	[[1,4,7,8],[2,5,9,13],[3,6,12,15],[10,11,14,16]]
884	1112223431234434	1231231124432344	[[1,2,3,10],[4,5,6,11],[7,9,12,15],[8,13,14,16]]	[[1,4,7,8],[2,5,9,13],[3,6,12,14],[10,11,15,16]]
885	1112223431243344	1231231124423434	[[1,2,3,10],[4,5,6,11],[7,9,13,14],[8,12,15,16]]	[[1,4,7,8],[2,5,9,12],[3,6,13,15],[10,11,14,16]]
886	1112223431243434	1231231124423344	[[1,2,3,10],[4,5,6,11],[7,9,13,15],[8,12,14,16]]	[[1,4,7,8],[2,5,9,12],[3,6,13,14],[10,11,15,16]]
887	1112223431342344	1231231124324434	[[1,2,3,10],[4,5,6,13],[7,9,11,14],[8,12,15,16]]	[[1,4,7,8],[2,5,9,12],[3,6,11,15],[10,13,14,16]]
888	1112223431423344	1231231124243434	[[1,2,3,10],[4,5,6,12],[7,9,13,14],[8,11,15,16]]	[[1,4,7,8],[2,5,9,11],[3,6,13,15],[10,12,14,16]]
